***** DESCRIPTION ***********;
[enter the description here];

***** INSTRUMENT INFO *******;
IDENTIFICATION;
PHIboard number   : v1215488;
PM number         : 20101830;
Serial number     : FB3-AOT-03-761      ;
MUX channel       : OFF - 00;
;
PARAMETERS;
Signal LED current: 050;
Ref LED current   : 080;
Ref LED amplitude : 66538;
Frequency         : 006;
Sending interval  : 0001;
Averaging         : 2;
Internal temp     : 23.7 C;
;
SYSTEM SETTINGS;
APL function      : ON;
Temp compensation : ON - ch a;
Analog out        : chA t chB t;
RS232 echo        : ON;
Oxygen unit       : %a.s.;
;
CALIBRATION;
Sensor type       : 2;
0%a.s.phase 1     : 60.36 at 018.7°C amp 096100;
100.00%a.s.phase 2: 28.18 at 018.9°C amp 042300;
Date   (ddmmyy)   : 280618;
Pressure (mBar)   : 1018;
;
FIRMWARE;
Code 3.016 (IAP)  : 08/20/04, 09:50:56;
Xilinx built      : 01/05/04 (MM/DD/YY);
Reset condition   : SLEEP;
 ;
 ;
 ;
 ;
 ;
 ;
 ;
 ;

***** SOFTWARE INFO *********;
OxyView - PST3-V6.02 10/2007;
© by PreSens GmbH;
28/06/18;
7:22:37 PM;

******MEASURE MODE SETTINGS**;
Dynamic Averaging;   4;
measure mode;  1 sec ;

start time; 7:22:37 PM; 
date(DD/MM/YY); time/hh:mm:ss; logtime/min; oxygen/umol/L; phase/°; amp; temp/°C; ErrorMessage;
28/06/18;   19:22:37;       0.000; 274.142;   28.78;   45825;   19.00; E0;
28/06/18;   19:22:38;       0.017; 273.891;   28.79;   45806;   19.00; E0;
28/06/18;   19:22:39;       0.034; 273.954;   28.79;   45831;   19.00; E0;
28/06/18;   19:22:40;       0.051; 274.016;   28.79;   45844;   19.00; E0;
28/06/18;   19:22:41;       0.068; 274.079;   28.78;   45844;   19.00; E0;
28/06/18;   19:22:42;       0.085; 274.455;   28.77;   45825;   19.00; E0;
28/06/18;   19:22:43;       0.102; 274.455;   28.77;   45812;   19.00; E0;
28/06/18;   19:22:44;       0.118; 274.580;   28.76;   45800;   19.00; E0;
28/06/18;   19:22:45;       0.136; 274.518;   28.77;   45800;   19.00; E0;
28/06/18;   19:22:46;       0.152; 274.580;   28.76;   45800;   19.00; E0;
28/06/18;   19:22:47;       0.169; 274.643;   28.76;   45769;   19.00; E0;
28/06/18;   19:22:48;       0.186; 274.706;   28.76;   45769;   19.00; E0;
28/06/18;   19:22:49;       0.203; 275.020;   28.75;   45731;   19.00; E0;
28/06/18;   19:22:50;       0.220; 275.146;   28.74;   45744;   19.00; E0;
28/06/18;   19:22:51;       0.237; 275.397;   28.73;   45719;   19.00; E0;
28/06/18;   19:22:52;       0.254; 275.523;   28.73;   45687;   19.00; E0;
28/06/18;   19:22:53;       0.271; 275.712;   28.72;   45662;   19.00; E0;
28/06/18;   19:22:54;       0.288; 276.154;   28.70;   45656;   19.00; E0;
28/06/18;   19:22:55;       0.305; 276.407;   28.69;   45637;   19.00; E0;
28/06/18;   19:22:56;       0.322; 276.977;   28.67;   45631;   19.00; E0;
28/06/18;   19:22:57;       0.339; 277.167;   28.66;   45581;   19.00; E0;
28/06/18;   19:22:58;       0.355; 277.357;   28.65;   45588;   19.00; E0;
28/06/18;   19:22:59;       0.372; 277.548;   28.64;   45543;   19.00; E0;
28/06/18;   19:23:00;       0.389; 277.611;   28.64;   45531;   19.00; E0;
28/06/18;   19:23:02;       0.406; 278.057;   28.63;   45518;   19.00; E0;
28/06/18;   19:23:03;       0.423; 278.121;   28.62;   45518;   19.00; E0;
28/06/18;   19:23:04;       0.440; 278.057;   28.63;   45506;   19.00; E0;
28/06/18;   19:23:05;       0.457; 278.057;   28.63;   45493;   19.00; E0;
28/06/18;   19:23:06;       0.474; 278.057;   28.63;   45469;   19.00; E0;
28/06/18;   19:23:07;       0.491; 278.057;   28.63;   45430;   19.00; E0;
28/06/18;   19:23:08;       0.508; 278.312;   28.62;   45430;   19.00; E0;
28/06/18;   19:23:09;       0.525; 278.567;   28.60;   45444;   19.00; E0;
28/06/18;   19:23:10;       0.542; 278.631;   28.60;   45450;   19.00; E0;
28/06/18;   19:23:11;       0.559; 278.822;   28.59;   45444;   19.00; E0;
28/06/18;   19:23:12;       0.576; 279.014;   28.59;   45437;   19.00; E0;
28/06/18;   19:23:13;       0.592; 278.950;   28.59;   45425;   19.00; E0;
28/06/18;   19:23:14;       0.609; 278.950;   28.59;   45437;   19.00; E0;
