***** DESCRIPTION ***********;
[enter the description here];

***** INSTRUMENT INFO *******;
IDENTIFICATION;
PHIboard number   : v1215488;
PM number         : 20101830;
Serial number     : FB3-AOT-03-761      ;
MUX channel       : OFF - 00;
;
PARAMETERS;
Signal LED current: 050;
Ref LED current   : 080;
Ref LED amplitude : 67359;
Frequency         : 006;
Sending interval  : 0001;
Averaging         : 2;
Internal temp     : 24.3 C;
;
SYSTEM SETTINGS;
APL function      : ON;
Temp compensation : ON - ch a;
Analog out        : chA t chB t;
RS232 echo        : ON;
Oxygen unit       : %a.s.;
;
CALIBRATION;
Sensor type       : 2;
0%a.s.phase 1     : 59.81 at 027.8°C amp 172200;
100.00%a.s.phase 2: 26.12 at 028.1°C amp 054000;
Date   (ddmmyy)   : 150618;
Pressure (mBar)   : 1018;
;
FIRMWARE;
Code 3.016 (IAP)  : 08/20/04, 09:50:56;
Xilinx built      : 01/05/04 (MM/DD/YY);
Reset condition   : SLEEP;
 ;
 ;
 ;
 ;
 ;
 ;
 ;
 ;

***** SOFTWARE INFO *********;
OxyView - PST3-V6.02 10/2007;
© by PreSens GmbH;
15/06/18;
4:35:42 PM;

******MEASURE MODE SETTINGS**;
Dynamic Averaging;   4;
measure mode;  1 sec ;

start time; 4:35:42 PM; 
date(DD/MM/YY); time/hh:mm:ss; logtime/min; oxygen/umol/L; phase/°; amp; temp/°C; ErrorMessage;
15/06/18;   16:35:42;       0.000; 250.658;   26.02;   36466;   27.70; E0;
15/06/18;   16:35:43;       0.017; 250.658;   26.02;   36453;   27.70; E0;
15/06/18;   16:35:44;       0.034; 250.475;   26.03;   36470;   27.70; E0;
15/06/18;   16:35:45;       0.051; 250.232;   26.04;   36446;   27.70; E0;
15/06/18;   16:35:46;       0.068; 249.928;   26.05;   36445;   27.70; E0;
15/06/18;   16:35:47;       0.085; 249.504;   26.07;   36451;   27.70; E0;
15/06/18;   16:35:48;       0.102; 249.443;   26.07;   36478;   27.70; E0;
15/06/18;   16:35:49;       0.118; 249.141;   26.08;   36452;   27.70; E0;
15/06/18;   16:35:50;       0.135; 249.201;   26.08;   36473;   27.70; E0;
15/06/18;   16:35:51;       0.152; 249.080;   26.09;   36476;   27.70; E0;
15/06/18;   16:35:52;       0.169; 249.020;   26.09;   36452;   27.70; E0;
15/06/18;   16:35:53;       0.186; 249.262;   26.08;   36478;   27.70; E0;
15/06/18;   16:35:54;       0.203; 249.141;   26.08;   36470;   27.70; E0;
15/06/18;   16:35:55;       0.220; 249.443;   26.07;   36453;   27.70; E0;
15/06/18;   16:35:56;       0.237; 249.322;   26.08;   36458;   27.70; E0;
15/06/18;   16:35:57;       0.254; 249.504;   26.07;   36480;   27.70; E0;
15/06/18;   16:35:58;       0.271; 249.746;   26.06;   36486;   27.70; E0;
15/06/18;   16:35:59;       0.288; 249.746;   26.06;   36466;   27.70; E0;
15/06/18;   16:36:00;       0.305; 249.746;   26.06;   36464;   27.70; E0;
15/06/18;   16:36:01;       0.322; 249.383;   26.07;   36496;   27.70; E0;
15/06/18;   16:36:02;       0.339; 249.141;   26.08;   36471;   27.70; E0;
15/06/18;   16:36:03;       0.355; 249.080;   26.09;   36497;   27.70; E0;
15/06/18;   16:36:04;       0.372; 249.080;   26.09;   36489;   27.70; E0;
15/06/18;   16:36:05;       0.389; 249.141;   26.08;   36483;   27.70; E0;
15/06/18;   16:36:07;       0.406; 250.040;   26.08;   36510;   27.60; E0;
15/06/18;   16:36:08;       0.423; 249.080;   26.09;   36508;   27.70; E0;
15/06/18;   16:36:09;       0.440; 249.798;   26.09;   36514;   27.60; E0;
15/06/18;   16:36:10;       0.457; 249.737;   26.09;   36501;   27.60; E0;
15/06/18;   16:36:11;       0.474; 249.677;   26.09;   36522;   27.60; E0;
15/06/18;   16:36:12;       0.491; 249.677;   26.09;   36526;   27.60; E0;
15/06/18;   16:36:13;       0.508; 249.798;   26.09;   36521;   27.60; E0;
15/06/18;   16:36:14;       0.525; 249.798;   26.09;   36540;   27.60; E0;
15/06/18;   16:36:15;       0.542; 249.737;   26.09;   36540;   27.60; E0;
15/06/18;   16:36:16;       0.559; 249.737;   26.09;   36546;   27.60; E0;
15/06/18;   16:36:17;       0.576; 249.435;   26.10;   36533;   27.60; E0;
15/06/18;   16:36:18;       0.592; 249.435;   26.10;   36527;   27.60; E0;
15/06/18;   16:36:19;       0.609; 249.435;   26.10;   36546;   27.60; E0;
15/06/18;   16:36:20;       0.626; 249.253;   26.11;   36552;   27.60; E0;
15/06/18;   16:36:21;       0.643; 249.374;   26.11;   36543;   27.60; E0;
15/06/18;   16:36:22;       0.660; 249.253;   26.11;   36576;   27.60; E0;
15/06/18;   16:36:23;       0.677; 249.193;   26.12;   36564;   27.60; E0;
15/06/18;   16:36:24;       0.694; 249.253;   26.11;   36582;   27.60; E0;
15/06/18;   16:36:25;       0.711; 249.012;   26.12;   36598;   27.60; E0;
15/06/18;   16:36:26;       0.728; 248.770;   26.13;   36587;   27.60; E0;
15/06/18;   16:36:27;       0.745; 248.650;   26.14;   36588;   27.60; E0;
15/06/18;   16:36:28;       0.762; 248.469;   26.14;   36594;   27.60; E0;
15/06/18;   16:36:29;       0.779; 248.590;   26.14;   36613;   27.60; E0;
15/06/18;   16:36:30;       0.796; 248.831;   26.13;   36607;   27.60; E0;
15/06/18;   16:36:31;       0.813; 248.770;   26.13;   36631;   27.60; E0;
15/06/18;   16:36:32;       0.830; 248.770;   26.13;   36599;   27.60; E0;
15/06/18;   16:36:33;       0.847; 248.710;   26.13;   36625;   27.60; E0;
15/06/18;   16:36:34;       0.864; 248.650;   26.14;   36624;   27.60; E0;
15/06/18;   16:36:35;       0.880; 248.529;   26.14;   36644;   27.60; E0;
15/06/18;   16:36:36;       0.897; 248.529;   26.14;   36651;   27.60; E0;
15/06/18;   16:36:37;       0.914; 248.349;   26.15;   36654;   27.60; E0;
15/06/18;   16:36:38;       0.931; 247.928;   26.17;   36660;   27.60; E0;
15/06/18;   16:36:39;       0.948; 247.928;   26.17;   36676;   27.60; E0;
15/06/18;   16:36:40;       0.965; 247.628;   26.18;   36661;   27.60; E0;
15/06/18;   16:36:41;       0.982; 247.508;   26.19;   36666;   27.60; E0;
15/06/18;   16:36:42;       0.999; 247.748;   26.18;   36669;   27.60; E0;
15/06/18;   16:36:43;       1.016; 247.748;   26.18;   36687;   27.60; E0;
15/06/18;   16:36:44;       1.033; 247.868;   26.17;   36680;   27.60; E0;
15/06/18;   16:36:45;       1.050; 247.928;   26.17;   36679;   27.60; E0;
15/06/18;   16:36:46;       1.067; 247.868;   26.17;   36685;   27.60; E0;
15/06/18;   16:36:47;       1.084; 247.508;   26.19;   36709;   27.60; E0;
15/06/18;   16:36:48;       1.101; 247.389;   26.19;   36704;   27.60; E0;
15/06/18;   16:36:49;       1.117; 247.269;   26.20;   36709;   27.60; E0;
15/06/18;   16:36:50;       1.134; 247.209;   26.20;   36723;   27.60; E0;
15/06/18;   16:36:51;       1.151; 247.329;   26.19;   36711;   27.60; E0;
15/06/18;   16:36:52;       1.168; 247.389;   26.19;   36730;   27.60; E0;
