***** DESCRIPTION ***********;
[enter the description here];

***** INSTRUMENT INFO *******;
IDENTIFICATION;
PHIboard number   : v1215488;
PM number         : 20101830;
Serial number     : FB3-AOT-03-761      ;
MUX channel       : OFF - 00;
;
PARAMETERS;
Signal LED current: 050;
Ref LED current   : 080;
Ref LED amplitude : 66291;
Frequency         : 006;
Sending interval  : 0001;
Averaging         : 2;
Internal temp     : 25.7 C;
;
SYSTEM SETTINGS;
APL function      : ON;
Temp compensation : ON - ch a;
Analog out        : chA t chB t;
RS232 echo        : ON;
Oxygen unit       : %a.s.;
;
CALIBRATION;
Sensor type       : 2;
0%a.s.phase 1     : 59.69 at 028.3°C amp 060400;
100.00%a.s.phase 2: 26.80 at 028.1°C amp 025200;
Date   (ddmmyy)   : 230618;
Pressure (mBar)   : 1018;
;
FIRMWARE;
Code 3.016 (IAP)  : 08/20/04, 09:50:56;
Xilinx built      : 01/05/04 (MM/DD/YY);
Reset condition   : SLEEP;
 ;
 ;
 ;
 ;
 ;
 ;
 ;
 ;

***** SOFTWARE INFO *********;
OxyView - PST3-V6.02 10/2007;
© by PreSens GmbH;
23/06/18;
2:54:21 PM;

******MEASURE MODE SETTINGS**;
Dynamic Averaging;   4;
measure mode;  1 sec ;

start time; 2:54:21 PM; 
date(DD/MM/YY); time/hh:mm:ss; logtime/min; oxygen/umol/L; phase/°; amp; temp/°C; ErrorMessage;
23/06/18;   14:54:21;       0.000; 246.886;   26.86;   38250;   27.70; E0;
23/06/18;   14:54:22;       0.017; 247.063;   26.85;   38262;   27.70; E0;
23/06/18;   14:54:23;       0.034; 247.180;   26.85;   38257;   27.70; E0;
23/06/18;   14:54:24;       0.051; 247.239;   26.85;   38257;   27.70; E0;
23/06/18;   14:54:25;       0.068; 247.593;   26.83;   38258;   27.70; E0;
23/06/18;   14:54:26;       0.085; 247.357;   26.84;   38281;   27.70; E0;
23/06/18;   14:54:27;       0.102; 247.239;   26.85;   38275;   27.70; E0;
23/06/18;   14:54:28;       0.118; 247.357;   26.84;   38251;   27.70; E0;
23/06/18;   14:54:29;       0.135; 247.121;   26.85;   38262;   27.70; E0;
23/06/18;   14:54:30;       0.152; 247.298;   26.84;   38276;   27.70; E0;
23/06/18;   14:54:32;       0.169; 247.121;   26.85;   38287;   27.70; E0;
23/06/18;   14:54:33;       0.186; 246.886;   26.86;   38273;   27.70; E0;
23/06/18;   14:54:34;       0.204; 246.768;   26.87;   38268;   27.70; E0;
23/06/18;   14:54:35;       0.221; 246.768;   26.87;   38306;   27.70; E0;
23/06/18;   14:54:36;       0.237; 246.886;   26.86;   38299;   27.70; E0;
23/06/18;   14:54:37;       0.254; 246.768;   26.86;   38309;   27.70; E0;
23/06/18;   14:54:38;       0.271; 246.357;   26.88;   38297;   27.70; E0;
23/06/18;   14:54:39;       0.288; 245.947;   26.90;   38322;   27.70; E0;
23/06/18;   14:54:40;       0.305; 245.888;   26.90;   38300;   27.70; E0;
23/06/18;   14:54:41;       0.322; 245.888;   26.90;   38299;   27.70; E0;
23/06/18;   14:54:42;       0.339; 246.006;   26.90;   38324;   27.70; E0;
23/06/18;   14:54:43;       0.356; 245.830;   26.91;   38328;   27.70; E0;
23/06/18;   14:54:44;       0.373; 245.830;   26.91;   38325;   27.70; E0;
23/06/18;   14:54:45;       0.390; 245.771;   26.91;   38336;   27.70; E0;
23/06/18;   14:54:46;       0.407; 245.888;   26.90;   38330;   27.70; E0;
23/06/18;   14:54:47;       0.424; 246.006;   26.90;   38349;   27.70; E0;
23/06/18;   14:54:48;       0.441; 245.830;   26.90;   38335;   27.70; E0;
23/06/18;   14:54:49;       0.458; 246.006;   26.90;   38343;   27.70; E0;
23/06/18;   14:54:50;       0.474; 245.713;   26.91;   38345;   27.70; E0;
23/06/18;   14:54:51;       0.491; 245.771;   26.91;   38347;   27.70; E0;
23/06/18;   14:54:52;       0.508; 245.888;   26.90;   38349;   27.70; E0;
23/06/18;   14:54:53;       0.525; 245.830;   26.90;   38362;   27.70; E0;
23/06/18;   14:54:54;       0.542; 246.123;   26.89;   38362;   27.70; E0;
23/06/18;   14:54:55;       0.559; 246.064;   26.89;   38360;   27.70; E0;
23/06/18;   14:54:56;       0.576; 246.064;   26.89;   38374;   27.70; E0;
23/06/18;   14:54:57;       0.593; 245.771;   26.91;   38365;   27.70; E0;
23/06/18;   14:54:58;       0.610; 245.538;   26.92;   38358;   27.70; E0;
23/06/18;   14:54:59;       0.627; 245.421;   26.92;   38377;   27.70; E0;
23/06/18;   14:55:00;       0.644; 245.246;   26.93;   38372;   27.70; E0;
23/06/18;   14:55:01;       0.661; 245.421;   26.92;   38392;   27.70; E0;
23/06/18;   14:55:02;       0.678; 245.362;   26.92;   38386;   27.70; E0;
23/06/18;   14:55:03;       0.695; 245.304;   26.93;   38377;   27.70; E0;
23/06/18;   14:55:04;       0.711; 245.071;   26.94;   38377;   27.70; E0;
23/06/18;   14:55:05;       0.728; 244.954;   26.94;   38410;   27.70; E0;
23/06/18;   14:55:06;       0.745; 244.780;   26.95;   38389;   27.70; E0;
23/06/18;   14:55:07;       0.762; 244.780;   26.95;   38395;   27.70; E0;
23/06/18;   14:55:08;       0.779; 244.954;   26.94;   38422;   27.70; E0;
23/06/18;   14:55:09;       0.796; 244.721;   26.95;   38427;   27.70; E0;
23/06/18;   14:55:10;       0.813; 244.605;   26.96;   38411;   27.70; E0;
23/06/18;   14:55:11;       0.830; 244.663;   26.96;   38407;   27.70; E0;
23/06/18;   14:55:12;       0.847; 244.721;   26.95;   38416;   27.70; E0;
23/06/18;   14:55:13;       0.864; 244.780;   26.95;   38407;   27.70; E0;
23/06/18;   14:55:14;       0.881; 245.071;   26.94;   38441;   27.70; E0;
23/06/18;   14:55:15;       0.898; 245.187;   26.93;   38422;   27.70; E0;
23/06/18;   14:55:16;       0.915; 244.605;   26.96;   38437;   27.70; E0;
23/06/18;   14:55:17;       0.932; 244.431;   26.96;   38425;   27.70; E0;
23/06/18;   14:55:18;       0.948; 244.373;   26.97;   38434;   27.70; E0;
23/06/18;   14:55:19;       0.965; 244.198;   26.98;   38441;   27.70; E0;
23/06/18;   14:55:20;       0.982; 244.547;   26.96;   38439;   27.70; E0;
23/06/18;   14:55:21;       0.999; 244.547;   26.96;   38482;   27.70; E0;
23/06/18;   14:55:22;       1.016; 244.663;   26.95;   38465;   27.70; E0;
23/06/18;   14:55:23;       1.033; 244.314;   26.97;   38474;   27.70; E0;
23/06/18;   14:55:24;       1.050; 244.314;   26.97;   38469;   27.70; E0;
23/06/18;   14:55:25;       1.067; 244.489;   26.96;   38464;   27.70; E0;
23/06/18;   14:55:26;       1.084; 244.431;   26.96;   38464;   27.70; E0;
23/06/18;   14:55:27;       1.101; 244.663;   26.95;   38476;   27.70; E0;
23/06/18;   14:55:28;       1.118; 244.431;   26.96;   38493;   27.70; E0;
23/06/18;   14:55:29;       1.135; 244.256;   26.97;   38508;   27.70; E0;
23/06/18;   14:55:30;       1.152; 243.966;   26.98;   38519;   27.70; E0;
23/06/18;   14:55:31;       1.168; 243.735;   27.00;   38531;   27.70; E0;
23/06/18;   14:55:32;       1.185; 243.677;   27.00;   38530;   27.70; E0;
23/06/18;   14:55:33;       1.202; 243.619;   27.00;   38514;   27.70; E0;
23/06/18;   14:55:35;       1.219; 244.398;   27.00;   38531;   27.60; E0;
23/06/18;   14:55:36;       1.236; 244.456;   27.00;   38537;   27.60; E0;
23/06/18;   14:55:37;       1.253; 244.514;   27.00;   38544;   27.60; E0;
23/06/18;   14:55:38;       1.270; 244.224;   27.01;   38541;   27.60; E0;
23/06/18;   14:55:39;       1.287; 244.224;   27.01;   38544;   27.60; E0;
23/06/18;   14:55:40;       1.304; 244.050;   27.02;   38549;   27.60; E0;
23/06/18;   14:55:41;       1.321; 243.703;   27.03;   38567;   27.60; E0;
23/06/18;   14:55:42;       1.338; 243.645;   27.04;   38561;   27.60; E0;
23/06/18;   14:55:43;       1.355; 243.529;   27.04;   38579;   27.60; E0;
23/06/18;   14:55:44;       1.372; 243.471;   27.04;   38592;   27.60; E0;
23/06/18;   14:55:45;       1.389; 243.703;   27.03;   38598;   27.60; E0;
23/06/18;   14:55:46;       1.405; 244.108;   27.02;   38595;   27.60; E0;
23/06/18;   14:55:47;       1.422; 243.992;   27.02;   38598;   27.60; E0;
23/06/18;   14:55:48;       1.439; 243.645;   27.04;   38608;   27.60; E0;
23/06/18;   14:55:49;       1.456; 243.703;   27.03;   38593;   27.60; E0;
23/06/18;   14:55:50;       1.473; 243.356;   27.05;   38623;   27.60; E0;
23/06/18;   14:55:51;       1.490; 243.645;   27.04;   38620;   27.60; E0;
23/06/18;   14:55:52;       1.507; 244.050;   27.02;   38630;   27.60; E0;
23/06/18;   14:55:53;       1.524; 243.818;   27.03;   38605;   27.60; E0;
23/06/18;   14:55:54;       1.541; 243.818;   27.03;   38605;   27.60; E0;
23/06/18;   14:55:55;       1.558; 243.529;   27.04;   38655;   27.60; E0;
23/06/18;   14:55:56;       1.575; 243.471;   27.04;   38642;   27.60; E0;
23/06/18;   14:55:57;       1.592; 243.471;   27.04;   38641;   27.60; E0;
23/06/18;   14:55:58;       1.609; 243.471;   27.04;   38648;   27.60; E0;
23/06/18;   14:55:59;       1.626; 243.298;   27.05;   38660;   27.60; E0;
23/06/18;   14:56:00;       1.643; 243.471;   27.04;   38662;   27.60; E0;
23/06/18;   14:56:01;       1.660; 243.356;   27.05;   38659;   27.60; E0;
23/06/18;   14:56:02;       1.677; 243.298;   27.05;   38686;   27.60; E0;
23/06/18;   14:56:03;       1.694; 243.356;   27.05;   38698;   27.60; E0;
23/06/18;   14:56:04;       1.711; 243.067;   27.06;   38678;   27.60; E0;
23/06/18;   14:56:05;       1.728; 243.183;   27.05;   38685;   27.60; E0;
23/06/18;   14:56:06;       1.745; 243.240;   27.05;   38703;   27.60; E0;
23/06/18;   14:56:07;       1.761; 242.952;   27.07;   38709;   27.60; E0;
