Date & time of file creation	10/06/2018 7:51 PM													
Data file path	C:\Users\ameli\Desktop\Luke Strasiotto\10062018\New_5.txt													
														
														
CALIBRATION DATA														
Parameter/Channel	N moving average	LO phase [r.U.]	HI phase [r.U.]	LO oxygen [%air saturation]	HI oxygen [%air saturation]	LO temperature [°C]	HI temperature [°C]	Salinity [‰]						
SDWD0003000199      , CH 1	1	59.35	26.74	0.00	100.00	27.33	27.32	0.000						
SDWD0003000199      , CH 2	1	59.35	26.74	0.00	100.00	27.30	27.32	0.000						
SDWD0003000199      , CH 3	1	59.35	26.74	0.00	100.00	27.30	27.32	0.000						
SDWD0003000199      , CH 4	1	59.35	26.74	0.00	100.00	27.30	27.32	0.000						
														
														
Date &Time [DD-MM-YYYY HH:MM:SS]	Time stamp code	Barometric pressure [hPa]	SDWD0003000199      , CH 1 phase [r.U.]	SDWD0003000199      , CH 1 temp [°C]	SDWD0003000199      , CH 1 O2 [% air saturation]	SDWD0003000199      , CH 2 phase [r.U.]	SDWD0003000199      , CH 2 temp [°C]	SDWD0003000199      , CH 2 O2 [% air saturation]	SDWD0003000199      , CH 3 phase [r.U.]	SDWD0003000199      , CH 3 temp [°C]	SDWD0003000199      , CH 3 O2 [% air saturation]	SDWD0003000199      , CH 4 phase [r.U.]	SDWD0003000199      , CH 4 temp [°C]	SDWD0003000199      , CH 4 O2 [% air saturation]
10/06/2018 7:51:47 PM	3611469107	1013.00	27.74	27.61	90.5	28.02	27.61	88.2	27.59	27.61	91.8	28.39	27.61	85.2
10/06/2018 7:51:48 PM	3611469108	1013.00	27.72	27.61	90.7	28.06	27.61	87.9	27.56	27.61	92.1	28.39	27.61	85.2
10/06/2018 7:51:49 PM	3611469109	1013.00	27.71	27.61	90.8	28.04	27.61	88.0	27.61	27.61	91.6	28.38	27.61	85.3
10/06/2018 7:51:50 PM	3611469110	1013.00	27.70	27.61	90.9	28.07	27.61	87.8	27.61	27.61	91.6	28.39	27.61	85.2
10/06/2018 7:51:51 PM	3611469111	1013.00	27.72	27.61	90.7	28.03	27.61	88.1	27.60	27.61	91.7	28.34	27.61	85.6
10/06/2018 7:51:52 PM	3611469112	1013.00	27.74	27.61	90.5	28.04	27.61	88.0	27.55	27.61	92.2	28.31	27.61	85.9
10/06/2018 7:51:53 PM	3611469113	1013.00	27.74	27.61	90.5	28.03	27.61	88.1	27.58	27.61	91.9	28.37	27.61	85.4
10/06/2018 7:51:54 PM	3611469114	1013.00	27.72	27.61	90.7	28.02	27.61	88.2	27.57	27.61	92.0	28.36	27.61	85.5
10/06/2018 7:51:55 PM	3611469115	1013.00	27.70	27.61	90.9	28.03	27.61	88.1	27.53	27.61	92.3	28.39	27.61	85.2
10/06/2018 7:51:56 PM	3611469116	1013.00	27.77	27.61	90.3	28.04	27.61	88.0	27.58	27.61	91.9	28.39	27.61	85.2
10/06/2018 7:51:57 PM	3611469117	1013.00	27.75	27.61	90.4	28.03	27.61	88.1	27.56	27.61	92.1	28.37	27.61	85.4
10/06/2018 7:51:58 PM	3611469118	1013.00	27.73	27.61	90.6	28.06	27.61	87.9	27.56	27.61	92.1	28.34	27.61	85.6
10/06/2018 7:51:59 PM	3611469119	1013.00	27.74	27.61	90.5	28.04	27.61	88.0	27.56	27.61	92.1	28.39	27.61	85.2
10/06/2018 7:52:00 PM	3611469120	1013.00	27.75	27.61	90.4	28.02	27.61	88.2	27.58	27.61	91.9	28.40	27.61	85.1
10/06/2018 7:52:01 PM	3611469121	1013.00	27.74	27.62	90.5	28.02	27.62	88.2	27.55	27.62	92.1	28.39	27.62	85.2
10/06/2018 7:52:02 PM	3611469122	1013.00	27.77	27.62	90.3	28.03	27.62	88.1	27.57	27.62	92.0	28.37	27.62	85.4
10/06/2018 7:52:03 PM	3611469123	1013.00	27.74	27.62	90.5	28.01	27.62	88.3	27.56	27.62	92.1	28.32	27.62	85.8
10/06/2018 7:52:04 PM	3611469124	1013.00	27.72	27.62	90.7	28.03	27.62	88.1	27.56	27.62	92.1	28.36	27.62	85.4
10/06/2018 7:52:05 PM	3611469125	1013.00	27.72	27.62	90.7	27.98	27.62	88.5	27.55	27.62	92.1	28.37	27.62	85.4
10/06/2018 7:52:06 PM	3611469126	1013.00	27.73	27.61	90.6	28.01	27.61	88.3	27.53	27.61	92.3	28.39	27.61	85.2
10/06/2018 7:52:07 PM	3611469127	1013.00	27.75	27.61	90.4	28.01	27.61	88.3	27.59	27.61	91.8	28.37	27.61	85.4
10/06/2018 7:52:08 PM	3611469128	1013.00	27.73	27.61	90.6	28.05	27.61	87.9	27.56	27.61	92.1	28.38	27.61	85.3
