Date & time of file creation	10/06/2018 8:21 PM													
Data file path	C:\Users\ameli\Desktop\Luke Strasiotto\10062018\New_6.txt													
														
														
CALIBRATION DATA														
Parameter/Channel	N moving average	LO phase [r.U.]	HI phase [r.U.]	LO oxygen [%air saturation]	HI oxygen [%air saturation]	LO temperature [°C]	HI temperature [°C]	Salinity [‰]						
SDWD0003000199      , CH 1	1	59.35	26.74	0.00	100.00	27.33	27.32	0.000						
SDWD0003000199      , CH 2	1	59.35	26.74	0.00	100.00	27.30	27.32	0.000						
SDWD0003000199      , CH 3	1	59.35	26.74	0.00	100.00	27.30	27.32	0.000						
SDWD0003000199      , CH 4	1	59.35	26.74	0.00	100.00	27.30	27.32	0.000						
														
														
Date &Time [DD-MM-YYYY HH:MM:SS]	Time stamp code	Barometric pressure [hPa]	SDWD0003000199      , CH 1 phase [r.U.]	SDWD0003000199      , CH 1 temp [°C]	SDWD0003000199      , CH 1 O2 [% air saturation]	SDWD0003000199      , CH 2 phase [r.U.]	SDWD0003000199      , CH 2 temp [°C]	SDWD0003000199      , CH 2 O2 [% air saturation]	SDWD0003000199      , CH 3 phase [r.U.]	SDWD0003000199      , CH 3 temp [°C]	SDWD0003000199      , CH 3 O2 [% air saturation]	SDWD0003000199      , CH 4 phase [r.U.]	SDWD0003000199      , CH 4 temp [°C]	SDWD0003000199      , CH 4 O2 [% air saturation]
10/06/2018 8:21:47 PM	3611470907	1013.00	26.23	27.97	103.9	26.42	27.97	102.0	26.23	27.97	103.9	26.40	27.97	102.2
10/06/2018 8:21:48 PM	3611470908	1013.00	26.21	27.98	104.1	26.40	27.98	102.2	26.24	27.98	103.8	26.38	27.98	102.4
10/06/2018 8:21:49 PM	3611470909	1013.00	26.24	27.98	103.8	26.35	27.98	102.7	26.23	27.98	103.9	26.38	27.98	102.4
10/06/2018 8:21:50 PM	3611470910	1013.00	26.21	27.98	104.1	26.40	27.98	102.2	26.23	27.98	103.9	26.37	27.98	102.5
10/06/2018 8:21:51 PM	3611470911	1013.00	26.20	27.98	104.2	26.37	27.98	102.5	26.24	27.98	103.8	26.41	27.98	102.1
10/06/2018 8:21:52 PM	3611470912	1013.00	26.22	27.98	104.0	26.41	27.98	102.1	26.23	27.98	103.9	26.36	27.98	102.6
10/06/2018 8:21:53 PM	3611470913	1013.00	26.23	27.99	103.8	26.42	27.99	102.0	26.23	27.99	103.8	26.39	27.99	102.2
10/06/2018 8:21:54 PM	3611470914	1013.00	26.19	27.99	104.2	26.40	27.99	102.1	26.24	27.99	103.7	26.38	27.99	102.3
10/06/2018 8:21:55 PM	3611470915	1013.00	26.27	27.99	103.4	26.38	27.99	102.3	26.26	27.99	103.5	26.40	27.99	102.1
10/06/2018 8:21:56 PM	3611470916	1013.00	26.22	27.98	104.0	26.43	27.98	101.9	26.17	27.98	104.5	26.38	27.98	102.4
10/06/2018 8:21:57 PM	3611470917	1013.00	26.23	27.99	103.8	26.40	27.99	102.1	26.21	27.99	104.0	26.40	27.99	102.1
10/06/2018 8:21:58 PM	3611470918	1013.00	26.22	27.99	103.9	26.44	27.99	101.8	26.22	27.99	103.9	26.38	27.99	102.3
10/06/2018 8:21:59 PM	3611470919	1013.00	26.19	27.99	104.2	26.39	27.99	102.2	26.24	27.99	103.7	26.39	27.99	102.2
10/06/2018 8:22:00 PM	3611470920	1013.00	26.25	27.99	103.6	26.39	27.99	102.2	26.24	27.99	103.7	26.39	27.99	102.2
10/06/2018 8:22:01 PM	3611470921	1013.00	26.24	28.00	103.7	26.39	28.00	102.2	26.23	28.00	103.8	26.40	28.00	102.1
10/06/2018 8:22:02 PM	3611470922	1013.00	26.21	28.00	104.0	26.44	28.00	101.7	26.22	28.00	103.9	26.40	28.00	102.1
10/06/2018 8:22:03 PM	3611470923	1013.00	26.25	27.99	103.6	26.40	27.99	102.1	26.24	27.99	103.7	26.39	27.99	102.2
10/06/2018 8:22:04 PM	3611470924	1013.00	26.21	27.99	104.0	26.39	27.99	102.2	26.26	27.99	103.5	26.38	27.99	102.3
10/06/2018 8:22:05 PM	3611470925	1013.00	26.24	27.99	103.7	26.41	27.99	102.1	26.20	27.99	104.1	26.39	27.99	102.2
10/06/2018 8:22:06 PM	3611470926	1013.00	26.22	27.98	104.0	26.37	27.98	102.5	26.24	27.98	103.8	26.41	27.98	102.1
10/06/2018 8:22:07 PM	3611470927	1013.00	26.22	27.99	103.9	26.40	27.99	102.1	26.23	27.99	103.8	26.40	27.99	102.1
10/06/2018 8:22:08 PM	3611470928	1013.00	26.20	27.99	104.1	26.41	27.99	102.1	26.22	27.99	103.9	26.41	27.99	102.1
