Date & time of file creation	17/06/2018 5:56 PM													
Data file path	C:\Users\ameli\Desktop\Luke Strasiotto\17062018\New_13.txt													
														
														
CALIBRATION DATA														
Parameter/Channel	N moving average	LO phase [r.U.]	HI phase [r.U.]	LO oxygen [%air saturation]	HI oxygen [%air saturation]	LO temperature [°C]	HI temperature [°C]	Salinity [‰]						
SDWD0003000199      , CH 1	1	59.32	26.89	0.00	100.00	27.84	27.90	0.000						
SDWD0003000199      , CH 2	1	59.32	26.89	0.00	100.00	27.84	27.90	0.000						
SDWD0003000199      , CH 3	1	59.34	26.89	0.00	100.00	27.84	27.90	0.000						
SDWD0003000199      , CH 4	1	59.32	26.89	0.00	100.00	27.84	27.90	0.000						
														
														
Date &Time [DD-MM-YYYY HH:MM:SS]	Time stamp code	Barometric pressure [hPa]	SDWD0003000199      , CH 1 phase [r.U.]	SDWD0003000199      , CH 1 temp [°C]	SDWD0003000199      , CH 1 O2 [% air saturation]	SDWD0003000199      , CH 2 phase [r.U.]	SDWD0003000199      , CH 2 temp [°C]	SDWD0003000199      , CH 2 O2 [% air saturation]	SDWD0003000199      , CH 3 phase [r.U.]	SDWD0003000199      , CH 3 temp [°C]	SDWD0003000199      , CH 3 O2 [% air saturation]	SDWD0003000199      , CH 4 phase [r.U.]	SDWD0003000199      , CH 4 temp [°C]	SDWD0003000199      , CH 4 O2 [% air saturation]
17/06/2018 5:58:39 PM	3612067119	1013.00	27.98	27.63	90.7	27.49	27.63	94.9	26.73	27.63	102.0	27.26	27.63	97.0
17/06/2018 5:58:40 PM	3612067120	1013.00	28.01	27.63	90.4	27.50	27.63	94.8	26.71	27.63	102.2	27.29	27.63	96.7
17/06/2018 5:58:41 PM	3612067121	1013.00	28.00	27.63	90.5	27.49	27.63	94.9	26.87	27.63	100.7	27.30	27.63	96.6
17/06/2018 5:58:42 PM	3612067122	1013.00	27.98	27.63	90.7	27.43	27.63	95.5	26.82	27.63	101.1	27.23	27.63	97.3
17/06/2018 5:58:43 PM	3612067123	1013.00	27.95	27.63	90.9	27.46	27.63	95.2	26.77	27.63	101.6	27.21	27.63	97.5
