Date & time of file creation	17/06/2018 7:33 PM													
Data file path	C:\Users\ameli\Desktop\Luke Strasiotto\17062018\Old_15.txt													
														
														
CALIBRATION DATA														
Parameter/Channel	N moving average	LO phase [r.U.]	HI phase [r.U.]	LO oxygen [%air saturation]	HI oxygen [%air saturation]	LO temperature [°C]	HI temperature [°C]	Salinity [‰]						
S WOT 0041 000001   , CH 1	1	59.95	28.85	0.00	100.00	19.00	19.00	0.000						
S WOT 0041 000001   , CH 2	1	59.95	28.85	0.00	100.00	19.00	19.00	0.000						
S WOT 0041 000001   , CH 3	1	59.95	28.85	0.00	100.00	19.00	19.00	0.000						
S WOT 0041 000001   , CH 4	1	59.95	28.85	0.00	100.00	19.00	19.00	0.000						
														
														
Date &Time [DD-MM-YYYY HH:MM:SS]	Time stamp code	Barometric pressure [hPa]	S WOT 0041 000001   , CH 1 phase [r.U.]	S WOT 0041 000001   , CH 1 temp [°C]	S WOT 0041 000001   , CH 1 O2 [% air saturation]	S WOT 0041 000001   , CH 2 phase [r.U.]	S WOT 0041 000001   , CH 2 temp [°C]	S WOT 0041 000001   , CH 2 O2 [% air saturation]	S WOT 0041 000001   , CH 3 phase [r.U.]	S WOT 0041 000001   , CH 3 temp [°C]	S WOT 0041 000001   , CH 3 O2 [% air saturation]	S WOT 0041 000001   , CH 4 phase [r.U.]	S WOT 0041 000001   , CH 4 temp [°C]	S WOT 0041 000001   , CH 4 O2 [% air saturation]
17/06/2018 7:34:04 PM	3612072844	1013.00	28.55	19.08	102.6	28.46	19.08	103.5	28.48	19.08	103.3	NaN	19.08	NaN
17/06/2018 7:34:05 PM	3612072845	1013.00	28.54	19.08	102.7	28.44	19.08	103.7	28.43	19.08	103.8	NaN	19.08	NaN
17/06/2018 7:34:06 PM	3612072846	1013.00	28.53	19.08	102.8	28.47	19.08	103.4	28.44	19.08	103.7	NaN	19.08	NaN
17/06/2018 7:34:07 PM	3612072847	1013.00	28.55	19.08	102.6	28.44	19.08	103.7	28.42	19.08	103.9	NaN	19.08	NaN
17/06/2018 7:34:08 PM	3612072848	1013.00	28.58	19.08	102.3	28.48	19.08	103.3	28.44	19.08	103.7	NaN	19.08	NaN
17/06/2018 7:34:09 PM	3612072849	1013.00	28.54	19.08	102.7	28.46	19.08	103.5	28.49	19.08	103.2	NaN	19.08	NaN
17/06/2018 7:34:10 PM	3612072850	1013.00	28.52	19.08	102.9	28.49	19.08	103.2	28.42	19.08	103.9	NaN	19.08	NaN
17/06/2018 7:34:11 PM	3612072851	1013.00	28.55	19.09	102.6	28.45	19.09	103.6	28.48	19.09	103.3	NaN	19.09	NaN
17/06/2018 7:34:12 PM	3612072852	1013.00	28.52	19.09	102.9	28.44	19.09	103.7	28.43	19.09	103.8	NaN	19.09	NaN
17/06/2018 7:34:13 PM	3612072853	1013.00	28.56	19.09	102.5	28.47	19.09	103.4	28.44	19.09	103.7	NaN	19.09	NaN
17/06/2018 7:34:14 PM	3612072854	1013.00	28.53	19.08	102.8	28.45	19.08	103.6	28.45	19.08	103.6	NaN	19.08	NaN
17/06/2018 7:34:15 PM	3612072855	1013.00	28.54	19.08	102.7	28.43	19.08	103.8	28.40	19.08	104.1	NaN	19.08	NaN
17/06/2018 7:34:16 PM	3612072856	1013.00	28.52	19.08	102.9	28.46	19.08	103.5	28.43	19.08	103.8	NaN	19.08	NaN
