Date & time of file creation	10/06/2018 10:17 PM													
Data file path	C:\Users\ameli\Desktop\Luke Strasiotto\10062018\Old_8.txt													
														
														
CALIBRATION DATA														
Parameter/Channel	N moving average	LO phase [r.U.]	HI phase [r.U.]	LO oxygen [%air saturation]	HI oxygen [%air saturation]	LO temperature [°C]	HI temperature [°C]	Salinity [‰]						
S WOT 0041 000001   , CH 1	1	60.42	28.93	0.00	100.00	18.73	18.73	0.000						
S WOT 0041 000001   , CH 2	1	60.42	28.93	0.00	100.00	18.73	18.73	0.000						
S WOT 0041 000001   , CH 3	1	60.42	28.93	0.00	100.00	18.73	18.73	0.000						
S WOT 0041 000001   , CH 4	1	60.42	28.93	0.00	100.00	18.73	18.73	0.000						
														
														
Date &Time [DD-MM-YYYY HH:MM:SS]	Time stamp code	Barometric pressure [hPa]	S WOT 0041 000001   , CH 1 phase [r.U.]	S WOT 0041 000001   , CH 1 temp [°C]	S WOT 0041 000001   , CH 1 O2 [% air saturation]	S WOT 0041 000001   , CH 2 phase [r.U.]	S WOT 0041 000001   , CH 2 temp [°C]	S WOT 0041 000001   , CH 2 O2 [% air saturation]	S WOT 0041 000001   , CH 3 phase [r.U.]	S WOT 0041 000001   , CH 3 temp [°C]	S WOT 0041 000001   , CH 3 O2 [% air saturation]	S WOT 0041 000001   , CH 4 phase [r.U.]	S WOT 0041 000001   , CH 4 temp [°C]	S WOT 0041 000001   , CH 4 O2 [% air saturation]
10/06/2018 10:17:48 PM	3611477868	1013.00	27.68	18.64	112.4	27.97	18.64	109.4	28.14	18.64	107.7	28.21	18.64	107.0
10/06/2018 10:17:49 PM	3611477869	1013.00	27.62	18.63	113.1	28.01	18.63	109.0	28.13	18.63	107.8	28.21	18.63	107.0
10/06/2018 10:17:50 PM	3611477870	1013.00	27.77	18.63	111.5	27.91	18.63	110.0	28.18	18.63	107.3	28.22	18.63	106.9
10/06/2018 10:17:51 PM	3611477871	1013.00	27.70	18.63	112.2	27.99	18.63	109.2	28.16	18.63	107.5	28.20	18.63	107.1
10/06/2018 10:17:52 PM	3611477872	1013.00	27.69	18.63	112.3	27.91	18.63	110.0	28.12	18.63	107.9	28.17	18.63	107.4
10/06/2018 10:17:53 PM	3611477873	1013.00	27.74	18.64	111.8	27.90	18.64	110.1	28.14	18.64	107.7	28.21	18.64	107.0
10/06/2018 10:17:54 PM	3611477874	1013.00	27.58	18.64	113.5	27.97	18.64	109.4	28.15	18.64	107.6	28.23	18.64	106.8
10/06/2018 10:17:55 PM	3611477875	1013.00	27.62	18.64	113.0	27.95	18.64	109.6	28.16	18.64	107.5	28.22	18.64	106.9
10/06/2018 10:17:56 PM	3611477876	1013.00	27.55	18.64	113.8	27.87	18.64	110.4	28.19	18.64	107.2	28.21	18.64	107.0
10/06/2018 10:17:57 PM	3611477877	1013.00	27.53	18.63	114.0	27.90	18.63	110.1	28.19	18.63	107.2	28.21	18.63	107.0
10/06/2018 10:17:58 PM	3611477878	1013.00	27.66	18.63	112.6	27.93	18.63	109.8	28.11	18.63	108.0	28.23	18.63	106.8
10/06/2018 10:17:59 PM	3611477879	1013.00	27.68	18.63	112.4	27.95	18.63	109.6	28.14	18.63	107.7	28.20	18.63	107.1
10/06/2018 10:18:00 PM	3611477880	1013.00	27.65	18.62	112.8	27.95	18.62	109.7	28.16	18.62	107.5	28.22	18.62	106.9
10/06/2018 10:18:01 PM	3611477881	1013.00	27.63	18.62	113.0	28.01	18.62	109.0	28.16	18.62	107.5	28.23	18.62	106.8
10/06/2018 10:18:02 PM	3611477882	1013.00	27.67	18.62	112.5	27.94	18.62	109.8	28.14	18.62	107.7	28.20	18.62	107.1
10/06/2018 10:18:03 PM	3611477883	1013.00	27.60	18.62	113.3	27.95	18.62	109.7	28.17	18.62	107.4	28.20	18.62	107.1
10/06/2018 10:18:04 PM	3611477884	1013.00	27.75	18.62	111.7	27.89	18.62	110.3	28.15	18.62	107.6	28.21	18.62	107.0
10/06/2018 10:18:05 PM	3611477885	1013.00	27.71	18.62	112.1	27.98	18.62	109.3	28.18	18.62	107.3	28.21	18.62	107.0
10/06/2018 10:18:06 PM	3611477886	1013.00	27.75	18.62	111.7	27.87	18.62	110.5	28.16	18.62	107.5	28.23	18.62	106.8
10/06/2018 10:18:07 PM	3611477887	1013.00	27.59	18.62	113.4	27.90	18.62	110.2	28.16	18.62	107.5	28.22	18.62	106.9
10/06/2018 10:18:08 PM	3611477888	1013.00	27.67	18.61	112.6	27.98	18.61	109.4	28.15	18.61	107.7	28.22	18.61	107.0
10/06/2018 10:18:09 PM	3611477889	1013.00	27.67	18.61	112.6	28.01	18.61	109.1	28.17	18.61	107.5	28.22	18.61	107.0
10/06/2018 10:18:10 PM	3611477890	1013.00	27.67	18.62	112.5	28.02	18.62	108.9	28.16	18.62	107.5	28.20	18.62	107.1
10/06/2018 10:18:11 PM	3611477891	1013.00	27.71	18.62	112.1	27.98	18.62	109.3	28.17	18.62	107.4	28.21	18.62	107.0
10/06/2018 10:18:12 PM	3611477892	1013.00	27.66	18.62	112.7	27.98	18.62	109.3	28.16	18.62	107.5	28.24	18.62	106.7
10/06/2018 10:18:13 PM	3611477893	1013.00	27.62	18.63	113.1	27.99	18.63	109.2	28.18	18.63	107.3	28.22	18.63	106.9
10/06/2018 10:18:14 PM	3611477894	1013.00	27.70	18.63	112.2	27.96	18.63	109.5	28.19	18.63	107.2	28.21	18.63	107.0
10/06/2018 10:18:15 PM	3611477895	1013.00	27.60	18.63	113.3	28.05	18.63	108.6	28.21	18.63	107.0	28.24	18.63	106.7
10/06/2018 10:18:16 PM	3611477896	1013.00	27.71	18.63	112.1	27.93	18.63	109.8	28.21	18.63	107.0	28.23	18.63	106.8
10/06/2018 10:18:17 PM	3611477897	1013.00	27.70	18.63	112.2	27.94	18.63	109.7	28.16	18.63	107.5	28.22	18.63	106.9
10/06/2018 10:18:18 PM	3611477898	1013.00	27.66	18.64	112.6	27.97	18.64	109.4	28.11	18.64	108.0	28.24	18.64	106.7
10/06/2018 10:18:19 PM	3611477899	1013.00	27.63	18.63	113.0	28.01	18.63	109.0	28.15	18.63	107.6	28.23	18.63	106.8
10/06/2018 10:18:20 PM	3611477900	1013.00	27.57	18.62	113.6	27.96	18.62	109.5	28.14	18.62	107.7	28.22	18.62	106.9
10/06/2018 10:18:21 PM	3611477901	1013.00	27.60	18.63	113.3	27.99	18.63	109.2	28.17	18.63	107.4	28.20	18.63	107.1
10/06/2018 10:18:22 PM	3611477902	1013.00	27.67	18.63	112.5	27.89	18.63	110.2	28.14	18.63	107.7	28.23	18.63	106.8
10/06/2018 10:18:23 PM	3611477903	1013.00	27.65	18.62	112.8	27.98	18.62	109.3	28.15	18.62	107.6	28.23	18.62	106.8
10/06/2018 10:18:24 PM	3611477904	1013.00	27.59	18.63	113.4	28.01	18.63	109.0	28.19	18.63	107.2	28.25	18.63	106.6
10/06/2018 10:18:25 PM	3611477905	1013.00	27.62	18.62	113.1	27.95	18.62	109.7	28.22	18.62	106.9	28.22	18.62	106.9
10/06/2018 10:18:26 PM	3611477906	1013.00	27.61	18.62	113.2	27.94	18.62	109.8	28.19	18.62	107.2	28.23	18.62	106.8
10/06/2018 10:18:27 PM	3611477907	1013.00	27.61	18.62	113.2	27.92	18.62	110.0	28.21	18.62	107.0	28.21	18.62	107.0
10/06/2018 10:18:28 PM	3611477908	1013.00	27.72	18.61	112.0	27.90	18.61	110.2	28.15	18.61	107.7	28.22	18.61	107.0
10/06/2018 10:18:29 PM	3611477909	1013.00	27.65	18.61	112.8	27.91	18.61	110.1	28.20	18.61	107.2	28.24	18.61	106.8
10/06/2018 10:18:30 PM	3611477910	1013.00	27.67	18.61	112.6	27.85	18.61	110.7	28.15	18.61	107.7	28.21	18.61	107.1
10/06/2018 10:18:31 PM	3611477911	1013.00	27.68	18.61	112.5	27.98	18.61	109.4	28.15	18.61	107.7	28.23	18.61	106.9
