Date & time of file creation	18/06/2018 7:09 PM													
Data file path	C:\Users\ameli\Desktop\Luke Strasiotto\18062018\New_18.txt													
														
														
CALIBRATION DATA														
Parameter/Channel	N moving average	LO phase [r.U.]	HI phase [r.U.]	LO oxygen [%air saturation]	HI oxygen [%air saturation]	LO temperature [°C]	HI temperature [°C]	Salinity [‰]						
SDWD0003000199      , CH 1	1	58.91	28.07	0.00	100.00	19.00	19.00	0.000						
SDWD0003000199      , CH 2	1	58.91	28.07	0.00	100.00	19.00	19.00	0.000						
SDWD0003000199      , CH 3	1	58.91	28.07	0.00	100.00	19.00	19.00	0.000						
SDWD0003000199      , CH 4	1	58.91	28.07	0.00	100.00	19.00	19.00	0.000						
														
														
Date &Time [DD-MM-YYYY HH:MM:SS]	Time stamp code	Barometric pressure [hPa]	SDWD0003000199      , CH 1 phase [r.U.]	SDWD0003000199      , CH 1 temp [°C]	SDWD0003000199      , CH 1 O2 [% air saturation]	SDWD0003000199      , CH 2 phase [r.U.]	SDWD0003000199      , CH 2 temp [°C]	SDWD0003000199      , CH 2 O2 [% air saturation]	SDWD0003000199      , CH 3 phase [r.U.]	SDWD0003000199      , CH 3 temp [°C]	SDWD0003000199      , CH 3 O2 [% air saturation]	SDWD0003000199      , CH 4 phase [r.U.]	SDWD0003000199      , CH 4 temp [°C]	SDWD0003000199      , CH 4 O2 [% air saturation]
18/06/2018 7:09:43 PM	3612157783	1013.00	27.07	18.73	110.4	27.69	18.73	104.1	27.63	18.73	104.7	27.73	18.73	103.7
18/06/2018 7:09:44 PM	3612157784	1013.00	27.29	18.73	108.1	27.68	18.73	104.2	27.65	18.73	104.5	27.74	18.73	103.7
18/06/2018 7:09:45 PM	3612157785	1013.00	27.15	18.73	109.6	27.68	18.73	104.2	27.67	18.73	104.3	27.73	18.73	103.7
18/06/2018 7:09:46 PM	3612157786	1013.00	27.20	18.73	109.1	27.69	18.73	104.1	27.65	18.73	104.5	27.74	18.73	103.7
18/06/2018 7:09:47 PM	3612157787	1013.00	27.04	18.73	110.7	27.67	18.73	104.3	27.65	18.73	104.5	27.77	18.73	103.4
18/06/2018 7:09:48 PM	3612157788	1013.00	27.05	18.73	110.6	27.70	18.73	104.0	27.64	18.73	104.6	27.75	18.73	103.6
18/06/2018 7:09:49 PM	3612157789	1013.00	27.11	18.73	110.0	27.66	18.73	104.4	27.67	18.73	104.3	27.74	18.73	103.7
18/06/2018 7:09:50 PM	3612157790	1013.00	27.16	18.73	109.5	27.68	18.73	104.2	27.62	18.73	104.8	27.75	18.73	103.6
18/06/2018 7:09:51 PM	3612157791	1013.00	27.18	18.73	109.3	27.66	18.73	104.4	27.65	18.73	104.5	27.75	18.73	103.6
18/06/2018 7:09:52 PM	3612157792	1013.00	27.08	18.73	110.3	27.64	18.73	104.6	27.64	18.73	104.6	27.74	18.73	103.7
18/06/2018 7:09:53 PM	3612157793	1013.00	27.16	18.73	109.5	27.67	18.73	104.3	27.62	18.73	104.8	27.74	18.73	103.7
18/06/2018 7:09:54 PM	3612157794	1013.00	27.11	18.73	110.0	27.68	18.73	104.2	27.67	18.73	104.3	27.73	18.73	103.7
18/06/2018 7:09:55 PM	3612157795	1013.00	27.19	18.74	109.1	27.69	18.74	104.1	27.63	18.74	104.7	27.74	18.74	103.6
