Date & time of file creation	17/06/2018 6:13 PM													
Data file path	C:\Users\ameli\Desktop\Luke Strasiotto\17062018\New_14.txt													
														
														
CALIBRATION DATA														
Parameter/Channel	N moving average	LO phase [r.U.]	HI phase [r.U.]	LO oxygen [%air saturation]	HI oxygen [%air saturation]	LO temperature [°C]	HI temperature [°C]	Salinity [‰]						
SDWD0003000199      , CH 1	1	59.32	26.89	0.00	100.00	27.84	27.90	0.000						
SDWD0003000199      , CH 2	1	59.32	26.89	0.00	100.00	27.84	27.90	0.000						
SDWD0003000199      , CH 3	1	59.34	26.89	0.00	100.00	27.84	27.90	0.000						
SDWD0003000199      , CH 4	1	59.32	26.89	0.00	100.00	27.84	27.90	0.000						
														
														
Date &Time [DD-MM-YYYY HH:MM:SS]	Time stamp code	Barometric pressure [hPa]	SDWD0003000199      , CH 1 phase [r.U.]	SDWD0003000199      , CH 1 temp [°C]	SDWD0003000199      , CH 1 O2 [% air saturation]	SDWD0003000199      , CH 2 phase [r.U.]	SDWD0003000199      , CH 2 temp [°C]	SDWD0003000199      , CH 2 O2 [% air saturation]	SDWD0003000199      , CH 3 phase [r.U.]	SDWD0003000199      , CH 3 temp [°C]	SDWD0003000199      , CH 3 O2 [% air saturation]	SDWD0003000199      , CH 4 phase [r.U.]	SDWD0003000199      , CH 4 temp [°C]	SDWD0003000199      , CH 4 O2 [% air saturation]
17/06/2018 6:23:04 PM	3612068584	1013.00	26.30	27.60	106.4	26.58	27.60	103.5	26.53	27.60	104.0	26.45	27.60	104.8
17/06/2018 6:23:05 PM	3612068585	1013.00	26.33	27.61	106.0	26.56	27.61	103.7	26.53	27.61	104.0	26.45	27.61	104.8
17/06/2018 6:23:06 PM	3612068586	1013.00	26.26	27.61	106.8	26.57	27.61	103.6	26.51	27.61	104.2	26.46	27.61	104.7
17/06/2018 6:23:07 PM	3612068587	1013.00	26.35	27.61	105.8	26.57	27.61	103.6	26.51	27.61	104.2	26.47	27.61	104.6
17/06/2018 6:23:08 PM	3612068588	1013.00	26.36	27.61	105.7	26.60	27.61	103.3	26.54	27.61	103.9	26.44	27.61	104.9
