Date & time of file creation	9/06/2018 6:54 PM													
Data file path	C:\Users\ameli\Desktop\Luke Strasiotto\New_1.txt													
														
														
CALIBRATION DATA														
Parameter/Channel	N moving average	LO phase [r.U.]	HI phase [r.U.]	LO oxygen [%air saturation]	HI oxygen [%air saturation]	LO temperature [°C]	HI temperature [°C]	Salinity [‰]						
SDWD0003000199      , CH 1	1	60.04	28.47	0.00	100.00	19.08	18.86	0.000						
SDWD0003000199      , CH 2	1	60.04	28.47	0.00	100.00	19.08	18.86	0.000						
SDWD0003000199      , CH 3	1	60.04	28.47	0.00	100.00	19.07	18.85	0.000						
SDWD0003000199      , CH 4	1	60.04	28.47	0.00	100.00	19.07	18.84	0.000						
														
														
Date &Time [DD-MM-YYYY HH:MM:SS]	Time stamp code	Barometric pressure [hPa]	SDWD0003000199      , CH 1 phase [r.U.]	SDWD0003000199      , CH 1 temp [°C]	SDWD0003000199      , CH 1 O2 [% air saturation]	SDWD0003000199      , CH 2 phase [r.U.]	SDWD0003000199      , CH 2 temp [°C]	SDWD0003000199      , CH 2 O2 [% air saturation]	SDWD0003000199      , CH 3 phase [r.U.]	SDWD0003000199      , CH 3 temp [°C]	SDWD0003000199      , CH 3 O2 [% air saturation]	SDWD0003000199      , CH 4 phase [r.U.]	SDWD0003000199      , CH 4 temp [°C]	SDWD0003000199      , CH 4 O2 [% air saturation]
9/06/2018 6:55:50 PM	3611379350	1013.00	29.01	18.72	95.4	28.59	18.72	99.2	28.40	18.72	100.9	28.15	18.72	103.2
9/06/2018 6:55:51 PM	3611379351	1013.00	28.98	18.72	95.7	28.62	18.72	98.9	28.42	18.72	100.7	28.10	18.72	103.7
9/06/2018 6:55:52 PM	3611379352	1013.00	28.99	18.72	95.6	28.63	18.72	98.8	28.40	18.72	100.9	28.15	18.72	103.2
9/06/2018 6:55:53 PM	3611379353	1013.00	28.96	18.72	95.9	28.58	18.72	99.2	28.39	18.72	101.0	28.15	18.72	103.2
9/06/2018 6:55:54 PM	3611379354	1013.00	28.99	18.73	95.6	28.64	18.73	98.7	28.36	18.73	101.2	28.13	18.73	103.4
