Date & time of file creation	16/06/2018 5:27 PM													
Data file path	C:\Users\ameli\Desktop\Luke Strasiotto\160618\New_9.txt													
														
														
CALIBRATION DATA														
Parameter/Channel	N moving average	LO phase [r.U.]	HI phase [r.U.]	LO oxygen [%air saturation]	HI oxygen [%air saturation]	LO temperature [°C]	HI temperature [°C]	Salinity [‰]						
SDWD0003000199      , CH 1	1	59.30	27.97	0.00	100.00	18.84	18.85	0.000						
SDWD0003000199      , CH 2	1	59.30	27.97	0.00	100.00	18.84	18.85	0.000						
SDWD0003000199      , CH 3	1	59.30	27.97	0.00	100.00	18.84	18.85	0.000						
SDWD0003000199      , CH 4	1	59.30	27.97	0.00	100.00	18.84	18.85	0.000						
														
														
Date &Time [DD-MM-YYYY HH:MM:SS]	Time stamp code	Barometric pressure [hPa]	SDWD0003000199      , CH 1 phase [r.U.]	SDWD0003000199      , CH 1 temp [°C]	SDWD0003000199      , CH 1 O2 [% air saturation]	SDWD0003000199      , CH 2 phase [r.U.]	SDWD0003000199      , CH 2 temp [°C]	SDWD0003000199      , CH 2 O2 [% air saturation]	SDWD0003000199      , CH 3 phase [r.U.]	SDWD0003000199      , CH 3 temp [°C]	SDWD0003000199      , CH 3 O2 [% air saturation]	SDWD0003000199      , CH 4 phase [r.U.]	SDWD0003000199      , CH 4 temp [°C]	SDWD0003000199      , CH 4 O2 [% air saturation]
16/06/2018 5:27:43 PM	3611978863	1013.00	29.15	18.86	89.7	29.05	18.86	90.5	27.87	18.86	100.9	28.56	18.86	94.7
16/06/2018 5:27:44 PM	3611978864	1013.00	29.18	18.86	89.5	29.03	18.86	90.7	27.88	18.86	100.8	28.54	18.86	94.8
16/06/2018 5:27:45 PM	3611978865	1013.00	29.17	18.86	89.5	29.06	18.86	90.4	27.92	18.86	100.4	28.59	18.86	94.4
16/06/2018 5:27:46 PM	3611978866	1013.00	29.16	18.86	89.6	29.04	18.86	90.6	27.92	18.86	100.4	28.51	18.86	95.1
16/06/2018 5:27:47 PM	3611978867	1013.00	29.19	18.86	89.4	29.05	18.86	90.5	27.84	18.86	101.2	28.53	18.86	94.9
16/06/2018 5:27:48 PM	3611978868	1013.00	29.17	18.86	89.5	29.05	18.86	90.5	27.94	18.86	100.3	28.52	18.86	95.0
16/06/2018 5:27:49 PM	3611978869	1013.00	29.17	18.86	89.5	29.06	18.86	90.4	27.80	18.86	101.6	28.57	18.86	94.6
16/06/2018 5:27:50 PM	3611978870	1013.00	29.15	18.86	89.7	29.02	18.86	90.8	28.00	18.86	99.7	28.56	18.86	94.7
16/06/2018 5:27:51 PM	3611978871	1013.00	29.20	18.87	89.3	29.11	18.87	90.0	27.96	18.87	100.1	28.56	18.87	94.7
16/06/2018 5:27:52 PM	3611978872	1013.00	29.16	18.87	89.6	29.06	18.87	90.4	27.83	18.87	101.3	28.54	18.87	94.8
16/06/2018 5:27:53 PM	3611978873	1013.00	29.16	18.87	89.6	29.04	18.87	90.6	27.99	18.87	99.8	28.54	18.87	94.8
16/06/2018 5:27:54 PM	3611978874	1013.00	29.19	18.86	89.4	29.05	18.86	90.5	27.90	18.86	100.6	28.56	18.86	94.7
16/06/2018 5:27:55 PM	3611978875	1013.00	29.17	18.87	89.5	29.04	18.87	90.6	27.78	18.87	101.8	28.54	18.87	94.8
16/06/2018 5:27:56 PM	3611978876	1013.00	29.17	18.87	89.5	29.04	18.87	90.6	27.81	18.87	101.5	28.55	18.87	94.7
16/06/2018 5:27:57 PM	3611978877	1013.00	29.18	18.87	89.4	29.06	18.87	90.4	27.90	18.87	100.6	28.53	18.87	94.9
16/06/2018 5:27:58 PM	3611978878	1013.00	29.16	18.87	89.6	29.06	18.87	90.4	27.84	18.87	101.2	28.51	18.87	95.1
16/06/2018 5:27:59 PM	3611978879	1013.00	29.20	18.87	89.3	29.06	18.87	90.4	27.78	18.87	101.8	28.56	18.87	94.7
16/06/2018 5:28:00 PM	3611978880	1013.00	29.18	18.87	89.4	29.05	18.87	90.5	27.83	18.87	101.3	28.55	18.87	94.7
16/06/2018 5:28:01 PM	3611978881	1013.00	29.21	18.87	89.2	29.05	18.87	90.5	27.80	18.87	101.6	28.56	18.87	94.7
16/06/2018 5:28:02 PM	3611978882	1013.00	29.17	18.87	89.5	29.07	18.87	90.3	27.76	18.87	101.9	28.50	18.87	95.2
16/06/2018 5:28:03 PM	3611978883	1013.00	29.18	18.87	89.4	29.01	18.87	90.8	27.88	18.87	100.8	28.56	18.87	94.7
16/06/2018 5:28:04 PM	3611978884	1013.00	29.17	18.86	89.5	29.07	18.86	90.4	27.92	18.86	100.4	28.62	18.86	94.1
16/06/2018 5:28:05 PM	3611978885	1013.00	29.15	18.86	89.7	29.05	18.86	90.5	27.90	18.86	100.6	28.58	18.86	94.5
16/06/2018 5:28:06 PM	3611978886	1013.00	29.19	18.86	89.4	29.05	18.86	90.5	27.83	18.86	101.3	28.51	18.86	95.1
16/06/2018 5:28:07 PM	3611978887	1013.00	29.17	18.86	89.5	29.06	18.86	90.4	27.91	18.86	100.5	28.55	18.86	94.8
16/06/2018 5:28:08 PM	3611978888	1013.00	29.19	18.86	89.4	29.02	18.86	90.8	27.92	18.86	100.4	28.58	18.86	94.5
16/06/2018 5:28:09 PM	3611978889	1013.00	29.19	18.86	89.4	29.08	18.86	90.3	27.96	18.86	100.1	28.58	18.86	94.5
16/06/2018 5:28:10 PM	3611978890	1013.00	29.18	18.86	89.5	29.05	18.86	90.5	27.89	18.86	100.7	28.59	18.86	94.4
16/06/2018 5:28:11 PM	3611978891	1013.00	29.20	18.86	89.3	29.05	18.86	90.5	27.91	18.86	100.5	28.58	18.86	94.5
16/06/2018 5:28:12 PM	3611978892	1013.00	29.16	18.86	89.6	29.05	18.86	90.5	27.99	18.86	99.8	28.51	18.86	95.1
16/06/2018 5:28:13 PM	3611978893	1013.00	29.16	18.86	89.6	29.07	18.86	90.4	27.96	18.86	100.1	28.61	18.86	94.2
16/06/2018 5:28:14 PM	3611978894	1013.00	29.22	18.86	89.1	29.04	18.86	90.6	27.91	18.86	100.5	28.57	18.86	94.6
16/06/2018 5:28:15 PM	3611978895	1013.00	29.20	18.86	89.3	29.08	18.86	90.3	27.86	18.86	101.0	28.59	18.86	94.4
16/06/2018 5:28:16 PM	3611978896	1013.00	29.15	18.86	89.7	29.10	18.86	90.1	27.80	18.86	101.6	28.61	18.86	94.2
16/06/2018 5:28:17 PM	3611978897	1013.00	29.18	18.86	89.5	29.05	18.86	90.5	27.87	18.86	100.9	28.58	18.86	94.5
16/06/2018 5:28:18 PM	3611978898	1013.00	29.19	18.86	89.4	29.03	18.86	90.7	27.90	18.86	100.6	28.57	18.86	94.6
16/06/2018 5:28:19 PM	3611978899	1013.00	29.19	18.86	89.4	29.04	18.86	90.6	27.85	18.86	101.1	28.62	18.86	94.1
16/06/2018 5:28:20 PM	3611978900	1013.00	29.17	18.86	89.5	29.03	18.86	90.7	27.91	18.86	100.5	28.61	18.86	94.2
16/06/2018 5:28:21 PM	3611978901	1013.00	29.18	18.86	89.5	29.06	18.86	90.4	27.96	18.86	100.1	28.59	18.86	94.4
16/06/2018 5:28:22 PM	3611978902	1013.00	29.22	18.86	89.1	29.09	18.86	90.2	27.93	18.86	100.4	28.61	18.86	94.2
16/06/2018 5:28:23 PM	3611978903	1013.00	29.21	18.86	89.2	29.04	18.86	90.6	27.89	18.86	100.7	28.60	18.86	94.3
16/06/2018 5:28:24 PM	3611978904	1013.00	29.18	18.86	89.5	29.04	18.86	90.6	27.93	18.86	100.4	28.63	18.86	94.1
16/06/2018 5:28:25 PM	3611978905	1013.00	29.19	18.86	89.4	29.06	18.86	90.4	27.79	18.86	101.7	28.62	18.86	94.1
16/06/2018 5:28:26 PM	3611978906	1013.00	29.21	18.85	89.2	29.04	18.85	90.6	27.88	18.85	100.8	28.66	18.85	93.8
16/06/2018 5:28:27 PM	3611978907	1013.00	29.19	18.85	89.4	29.09	18.85	90.2	27.86	18.85	101.0	28.65	18.85	93.9
16/06/2018 5:28:28 PM	3611978908	1013.00	29.18	18.85	89.5	29.04	18.85	90.6	28.00	18.85	99.7	28.59	18.85	94.4
16/06/2018 5:28:29 PM	3611978909	1013.00	29.19	18.86	89.4	29.00	18.86	90.9	27.99	18.86	99.8	28.63	18.86	94.1
16/06/2018 5:28:30 PM	3611978910	1013.00	29.20	18.85	89.3	29.08	18.85	90.3	27.90	18.85	100.7	28.65	18.85	93.9
16/06/2018 5:28:31 PM	3611978911	1013.00	29.16	18.85	89.6	29.06	18.85	90.5	27.95	18.85	100.2	28.67	18.85	93.7
16/06/2018 5:28:32 PM	3611978912	1013.00	29.21	18.85	89.2	29.05	18.85	90.5	27.89	18.85	100.7	28.62	18.85	94.2
16/06/2018 5:28:33 PM	3611978913	1013.00	29.22	18.85	89.1	29.03	18.85	90.7	27.99	18.85	99.8	28.62	18.85	94.2
16/06/2018 5:28:34 PM	3611978914	1013.00	29.20	18.85	89.3	29.05	18.85	90.5	27.90	18.85	100.7	28.66	18.85	93.8
16/06/2018 5:28:35 PM	3611978915	1013.00	29.21	18.85	89.2	29.05	18.85	90.5	27.86	18.85	101.0	28.58	18.85	94.5
16/06/2018 5:28:36 PM	3611978916	1013.00	29.19	18.85	89.4	29.08	18.85	90.3	27.89	18.85	100.7	28.60	18.85	94.3
16/06/2018 5:28:37 PM	3611978917	1013.00	29.21	18.85	89.2	29.02	18.85	90.8	28.01	18.85	99.6	28.65	18.85	93.9
16/06/2018 5:28:38 PM	3611978918	1013.00	29.20	18.85	89.3	29.08	18.85	90.3	28.00	18.85	99.7	28.63	18.85	94.1
16/06/2018 5:28:39 PM	3611978919	1013.00	29.23	18.85	89.1	29.03	18.85	90.7	27.93	18.85	100.4	28.61	18.85	94.3
16/06/2018 5:28:40 PM	3611978920	1013.00	29.19	18.85	89.4	29.07	18.85	90.4	27.95	18.85	100.2	28.59	18.85	94.4
16/06/2018 5:28:41 PM	3611978921	1013.00	29.20	18.85	89.3	29.08	18.85	90.3	27.96	18.85	100.1	28.66	18.85	93.8
16/06/2018 5:28:42 PM	3611978922	1013.00	29.19	18.85	89.4	29.07	18.85	90.4	27.96	18.85	100.1	28.67	18.85	93.7
16/06/2018 5:28:43 PM	3611978923	1013.00	29.21	18.85	89.2	29.06	18.85	90.5	27.81	18.85	101.5	28.64	18.85	94.0
16/06/2018 5:28:44 PM	3611978924	1013.00	29.23	18.85	89.1	29.07	18.85	90.4	27.86	18.85	101.0	28.66	18.85	93.8
16/06/2018 5:28:45 PM	3611978925	1013.00	29.21	18.86	89.2	29.05	18.86	90.5	27.88	18.86	100.8	28.68	18.86	93.6
16/06/2018 5:28:46 PM	3611978926	1013.00	29.23	18.85	89.1	29.06	18.85	90.5	27.82	18.85	101.4	28.64	18.85	94.0
16/06/2018 5:28:47 PM	3611978927	1013.00	29.19	18.85	89.4	29.06	18.85	90.5	27.90	18.85	100.7	28.71	18.85	93.4
