Date & time of file creation	16/06/2018 7:00 PM													
Data file path	C:\Users\ameli\Desktop\Luke Strasiotto\160618\New_11.txt													
														
														
CALIBRATION DATA														
Parameter/Channel	N moving average	LO phase [r.U.]	HI phase [r.U.]	LO oxygen [%air saturation]	HI oxygen [%air saturation]	LO temperature [°C]	HI temperature [°C]	Salinity [‰]						
SDWD0003000199      , CH 1	1	59.32	26.89	0.00	100.00	27.84	27.90	0.000						
SDWD0003000199      , CH 2	1	59.32	26.89	0.00	100.00	27.84	27.90	0.000						
SDWD0003000199      , CH 3	1	59.34	26.89	0.00	100.00	27.84	27.90	0.000						
SDWD0003000199      , CH 4	1	59.32	26.89	0.00	100.00	27.84	27.90	0.000						
														
														
Date &Time [DD-MM-YYYY HH:MM:SS]	Time stamp code	Barometric pressure [hPa]	SDWD0003000199      , CH 1 phase [r.U.]	SDWD0003000199      , CH 1 temp [°C]	SDWD0003000199      , CH 1 O2 [% air saturation]	SDWD0003000199      , CH 2 phase [r.U.]	SDWD0003000199      , CH 2 temp [°C]	SDWD0003000199      , CH 2 O2 [% air saturation]	SDWD0003000199      , CH 3 phase [r.U.]	SDWD0003000199      , CH 3 temp [°C]	SDWD0003000199      , CH 3 O2 [% air saturation]	SDWD0003000199      , CH 4 phase [r.U.]	SDWD0003000199      , CH 4 temp [°C]	SDWD0003000199      , CH 4 O2 [% air saturation]
16/06/2018 7:01:08 PM	3611984468	1013.00	27.97	27.73	90.6	27.95	27.73	90.8	26.73	27.73	101.8	27.21	27.73	97.3
16/06/2018 7:01:09 PM	3611984469	1013.00	27.92	27.72	91.0	27.96	27.72	90.7	26.59	27.72	103.2	27.15	27.72	97.9
16/06/2018 7:01:10 PM	3611984470	1013.00	27.93	27.72	90.9	27.94	27.72	90.9	26.73	27.72	101.9	27.19	27.72	97.5
16/06/2018 7:01:11 PM	3611984471	1013.00	27.93	27.72	90.9	27.97	27.72	90.6	26.69	27.72	102.2	27.16	27.72	97.8
16/06/2018 7:01:12 PM	3611984472	1013.00	27.95	27.72	90.8	27.92	27.72	91.0	26.70	27.72	102.1	27.15	27.72	97.9
