Date & time of file creation	9/06/2018 8:43 PM													
Data file path	C:\Users\ameli\Desktop\Luke Strasiotto\Old3.txt													
														
														
CALIBRATION DATA														
Parameter/Channel	N moving average	LO phase [r.U.]	HI phase [r.U.]	LO oxygen [%air saturation]	HI oxygen [%air saturation]	LO temperature [°C]	HI temperature [°C]	Salinity [‰]						
S WOT 0041 000001   , CH 1	1	60.29	29.03	0.00	100.00	19.34	19.13	0.000						
S WOT 0041 000001   , CH 2	1	60.29	29.03	0.00	100.00	19.35	19.11	0.000						
S WOT 0041 000001   , CH 3	1	60.29	29.03	0.00	100.00	19.34	19.11	0.000						
S WOT 0041 000001   , CH 4	1	60.29	29.03	0.00	100.00	19.33	19.09	0.000						
														
														
Date &Time [DD-MM-YYYY HH:MM:SS]	Time stamp code	Barometric pressure [hPa]	S WOT 0041 000001   , CH 1 phase [r.U.]	S WOT 0041 000001   , CH 1 temp [°C]	S WOT 0041 000001   , CH 1 O2 [% air saturation]	S WOT 0041 000001   , CH 2 phase [r.U.]	S WOT 0041 000001   , CH 2 temp [°C]	S WOT 0041 000001   , CH 2 O2 [% air saturation]	S WOT 0041 000001   , CH 3 phase [r.U.]	S WOT 0041 000001   , CH 3 temp [°C]	S WOT 0041 000001   , CH 3 O2 [% air saturation]	S WOT 0041 000001   , CH 4 phase [r.U.]	S WOT 0041 000001   , CH 4 temp [°C]	S WOT 0041 000001   , CH 4 O2 [% air saturation]
9/06/2018 8:43:32 PM	3611385812	1013.00	26.88	27.36	105.3	27.77	27.36	96.8	26.64	27.36	107.7	NaN	27.36	NaN
9/06/2018 8:43:33 PM	3611385813	1013.00	26.89	27.36	105.2	27.79	27.36	96.6	26.63	27.36	107.8	NaN	27.36	NaN
9/06/2018 8:43:34 PM	3611385814	1013.00	26.89	27.36	105.2	27.81	27.36	96.4	26.61	27.36	108.0	NaN	27.36	NaN
9/06/2018 8:43:35 PM	3611385815	1013.00	26.90	27.38	105.1	27.80	27.38	96.5	26.66	27.38	107.5	NaN	27.38	NaN
9/06/2018 8:43:36 PM	3611385816	1013.00	26.91	27.37	105.0	27.79	27.37	96.6	26.62	27.37	107.9	NaN	27.37	NaN
9/06/2018 8:43:37 PM	3611385817	1013.00	26.90	27.37	105.1	27.81	27.37	96.4	26.65	27.37	107.6	NaN	27.37	NaN
9/06/2018 8:43:38 PM	3611385818	1013.00	26.91	27.38	105.0	27.84	27.38	96.1	26.62	27.38	107.9	NaN	27.38	NaN
9/06/2018 8:43:39 PM	3611385819	1013.00	26.89	27.37	105.2	27.80	27.37	96.5	26.64	27.37	107.7	NaN	27.37	NaN
9/06/2018 8:43:40 PM	3611385820	1013.00	26.89	27.36	105.2	27.82	27.36	96.4	26.62	27.36	107.9	NaN	27.36	NaN
9/06/2018 8:43:41 PM	3611385821	1013.00	26.88	27.36	105.3	27.81	27.36	96.4	26.62	27.36	107.9	NaN	27.36	NaN
9/06/2018 8:43:42 PM	3611385822	1013.00	26.92	27.36	104.9	27.83	27.36	96.3	26.64	27.36	107.7	NaN	27.36	NaN
9/06/2018 8:43:43 PM	3611385823	1013.00	26.89	27.35	105.2	27.78	27.35	96.7	26.65	27.35	107.6	NaN	27.35	NaN
9/06/2018 8:43:44 PM	3611385824	1013.00	26.89	27.35	105.2	27.82	27.35	96.4	26.63	27.35	107.9	NaN	27.35	NaN
9/06/2018 8:43:45 PM	3611385825	1013.00	26.89	27.35	105.2	27.81	27.35	96.5	26.62	27.35	108.0	NaN	27.35	NaN
9/06/2018 8:43:46 PM	3611385826	1013.00	26.91	27.36	105.0	27.82	27.36	96.4	26.63	27.36	107.8	NaN	27.36	NaN
9/06/2018 8:43:47 PM	3611385827	1013.00	26.90	27.35	105.1	27.81	27.35	96.5	26.68	27.35	107.3	NaN	27.35	NaN
9/06/2018 8:43:48 PM	3611385828	1013.00	26.91	27.35	105.0	27.81	27.35	96.5	26.62	27.35	108.0	NaN	27.35	NaN
9/06/2018 8:43:49 PM	3611385829	1013.00	26.90	27.35	105.1	27.86	27.35	96.0	26.64	27.35	107.8	NaN	27.35	NaN
9/06/2018 8:43:50 PM	3611385830	1013.00	26.91	27.35	105.0	27.84	27.35	96.2	26.65	27.35	107.6	NaN	27.35	NaN
9/06/2018 8:43:51 PM	3611385831	1013.00	26.89	27.34	105.3	27.80	27.34	96.6	26.68	27.34	107.4	NaN	27.34	NaN
9/06/2018 8:43:52 PM	3611385832	1013.00	26.91	27.34	105.1	27.86	27.34	96.0	26.62	27.34	108.0	NaN	27.34	NaN
9/06/2018 8:43:53 PM	3611385833	1013.00	26.92	27.34	105.0	27.83	27.34	96.3	26.64	27.34	107.8	NaN	27.34	NaN
9/06/2018 8:43:54 PM	3611385834	1013.00	26.87	27.34	105.5	27.82	27.34	96.4	26.65	27.34	107.7	NaN	27.34	NaN
9/06/2018 8:43:55 PM	3611385835	1013.00	26.93	27.34	104.9	27.83	27.34	96.3	26.65	27.34	107.7	NaN	27.34	NaN
9/06/2018 8:43:56 PM	3611385836	1013.00	26.94	27.35	104.7	27.84	27.35	96.2	26.63	27.35	107.9	NaN	27.35	NaN
9/06/2018 8:43:57 PM	3611385837	1013.00	26.91	27.35	105.0	27.85	27.35	96.1	26.63	27.35	107.9	NaN	27.35	NaN
9/06/2018 8:43:58 PM	3611385838	1013.00	26.92	27.35	104.9	27.82	27.35	96.4	26.69	27.35	107.2	NaN	27.35	NaN
9/06/2018 8:43:59 PM	3611385839	1013.00	26.88	27.36	105.3	27.79	27.36	96.6	26.64	27.36	107.7	NaN	27.36	NaN
9/06/2018 8:44:00 PM	3611385840	1013.00	26.92	27.37	104.9	27.82	27.37	96.3	26.64	27.37	107.7	NaN	27.37	NaN
9/06/2018 8:44:01 PM	3611385841	1013.00	26.88	27.37	105.3	27.82	27.37	96.3	26.65	27.37	107.6	NaN	27.37	NaN
9/06/2018 8:44:02 PM	3611385842	1013.00	26.90	27.37	105.1	27.80	27.37	96.5	26.62	27.37	107.9	NaN	27.37	NaN
9/06/2018 8:44:03 PM	3611385843	1013.00	26.88	27.38	105.3	27.77	27.38	96.8	26.61	27.38	108.0	NaN	27.38	NaN
9/06/2018 8:44:04 PM	3611385844	1013.00	26.91	27.38	105.0	27.80	27.38	96.5	26.66	27.38	107.5	NaN	27.38	NaN
9/06/2018 8:44:05 PM	3611385845	1013.00	26.90	27.39	105.1	27.82	27.39	96.3	26.65	27.39	107.6	NaN	27.39	NaN
9/06/2018 8:44:06 PM	3611385846	1013.00	26.89	27.39	105.2	27.79	27.39	96.6	26.65	27.39	107.6	NaN	27.39	NaN
9/06/2018 8:44:07 PM	3611385847	1013.00	26.92	27.39	104.9	27.77	27.39	96.8	26.64	27.39	107.7	NaN	27.39	NaN
9/06/2018 8:44:08 PM	3611385848	1013.00	26.90	27.40	105.1	27.80	27.40	96.5	26.60	27.40	108.1	NaN	27.40	NaN
9/06/2018 8:44:09 PM	3611385849	1013.00	26.90	27.39	105.1	27.78	27.39	96.7	26.63	27.39	107.8	NaN	27.39	NaN
9/06/2018 8:44:10 PM	3611385850	1013.00	26.90	27.38	105.1	27.80	27.38	96.5	26.63	27.38	107.8	NaN	27.38	NaN
9/06/2018 8:44:11 PM	3611385851	1013.00	26.92	27.38	104.9	27.75	27.38	97.0	26.67	27.38	107.4	NaN	27.38	NaN
9/06/2018 8:44:12 PM	3611385852	1013.00	26.89	27.39	105.2	27.78	27.39	96.7	26.64	27.39	107.7	NaN	27.39	NaN
9/06/2018 8:44:13 PM	3611385853	1013.00	26.89	27.38	105.2	27.80	27.38	96.5	26.66	27.38	107.5	NaN	27.38	NaN
9/06/2018 8:44:14 PM	3611385854	1013.00	26.88	27.39	105.3	27.76	27.39	96.9	26.64	27.39	107.7	NaN	27.39	NaN
9/06/2018 8:44:15 PM	3611385855	1013.00	26.89	27.40	105.2	27.80	27.40	96.5	26.61	27.40	108.0	NaN	27.40	NaN
9/06/2018 8:44:16 PM	3611385856	1013.00	26.92	27.40	104.9	27.76	27.40	96.8	26.63	27.40	107.8	NaN	27.40	NaN
9/06/2018 8:44:17 PM	3611385857	1013.00	26.90	27.40	105.1	27.75	27.40	96.9	26.65	27.40	107.6	NaN	27.40	NaN
9/06/2018 8:44:18 PM	3611385858	1013.00	26.91	27.41	104.9	27.75	27.41	96.9	26.63	27.41	107.7	NaN	27.41	NaN
9/06/2018 8:44:19 PM	3611385859	1013.00	26.90	27.41	105.0	27.75	27.41	96.9	26.66	27.41	107.4	NaN	27.41	NaN
9/06/2018 8:44:20 PM	3611385860	1013.00	26.92	27.41	104.8	27.76	27.41	96.8	26.65	27.41	107.5	NaN	27.41	NaN
9/06/2018 8:44:21 PM	3611385861	1013.00	26.90	27.41	105.0	27.78	27.41	96.6	26.68	27.41	107.2	NaN	27.41	NaN
9/06/2018 8:44:22 PM	3611385862	1013.00	26.91	27.41	104.9	27.79	27.41	96.5	26.67	27.41	107.3	NaN	27.41	NaN
9/06/2018 8:44:23 PM	3611385863	1013.00	26.95	27.40	104.6	27.78	27.40	96.7	26.63	27.40	107.8	NaN	27.40	NaN
9/06/2018 8:44:24 PM	3611385864	1013.00	26.92	27.39	104.9	27.79	27.39	96.6	26.67	27.39	107.4	NaN	27.39	NaN
9/06/2018 8:44:25 PM	3611385865	1013.00	26.89	27.40	105.2	27.77	27.40	96.7	26.67	27.40	107.3	NaN	27.40	NaN
9/06/2018 8:44:26 PM	3611385866	1013.00	26.92	27.40	104.9	27.74	27.40	97.0	26.68	27.40	107.2	NaN	27.40	NaN
9/06/2018 8:44:27 PM	3611385867	1013.00	26.90	27.40	105.1	27.75	27.40	96.9	26.69	27.40	107.1	NaN	27.40	NaN
