Date & time of file creation	9/06/2018 8:41 PM													
Data file path	C:\Users\ameli\Desktop\Luke Strasiotto\New_3.txt													
														
														
CALIBRATION DATA														
Parameter/Channel	N moving average	LO phase [r.U.]	HI phase [r.U.]	LO oxygen [%air saturation]	HI oxygen [%air saturation]	LO temperature [°C]	HI temperature [°C]	Salinity [‰]						
SDWD0003000199      , CH 1	1	60.04	28.47	0.00	100.00	19.08	18.86	0.000						
SDWD0003000199      , CH 2	1	60.04	28.47	0.00	100.00	19.08	18.86	0.000						
SDWD0003000199      , CH 3	1	60.04	28.47	0.00	100.00	19.07	18.85	0.000						
SDWD0003000199      , CH 4	1	60.04	28.47	0.00	100.00	19.07	18.84	0.000						
														
														
Date &Time [DD-MM-YYYY HH:MM:SS]	Time stamp code	Barometric pressure [hPa]	SDWD0003000199      , CH 1 phase [r.U.]	SDWD0003000199      , CH 1 temp [°C]	SDWD0003000199      , CH 1 O2 [% air saturation]	SDWD0003000199      , CH 2 phase [r.U.]	SDWD0003000199      , CH 2 temp [°C]	SDWD0003000199      , CH 2 O2 [% air saturation]	SDWD0003000199      , CH 3 phase [r.U.]	SDWD0003000199      , CH 3 temp [°C]	SDWD0003000199      , CH 3 O2 [% air saturation]	SDWD0003000199      , CH 4 phase [r.U.]	SDWD0003000199      , CH 4 temp [°C]	SDWD0003000199      , CH 4 O2 [% air saturation]
9/06/2018 8:42:20 PM	3611385740	1013.00	27.67	27.23	92.9	27.36	27.23	95.6	26.96	27.23	99.3	27.26	27.23	96.5
9/06/2018 8:42:21 PM	3611385741	1013.00	27.66	27.23	93.0	27.44	27.23	94.9	26.98	27.23	99.1	27.28	27.23	96.3
9/06/2018 8:42:22 PM	3611385742	1013.00	27.70	27.23	92.6	27.43	27.23	95.0	26.99	27.23	99.0	27.21	27.23	97.0
9/06/2018 8:42:23 PM	3611385743	1013.00	27.70	27.23	92.6	27.41	27.23	95.2	26.99	27.23	99.0	27.25	27.23	96.6
9/06/2018 8:42:24 PM	3611385744	1013.00	27.70	27.23	92.6	27.44	27.23	94.9	26.99	27.23	99.0	27.22	27.23	96.9
