Date & time of file creation	16/06/2018 5:26 PM													
Data file path	C:\Users\ameli\Desktop\Luke Strasiotto\160618\Old_9.txt													
														
														
CALIBRATION DATA														
Parameter/Channel	N moving average	LO phase [r.U.]	HI phase [r.U.]	LO oxygen [%air saturation]	HI oxygen [%air saturation]	LO temperature [°C]	HI temperature [°C]	Salinity [‰]						
S WOT 0041 000001   , CH 1	1	59.79	28.43	0.00	100.00	18.97	19.02	0.000						
S WOT 0041 000001   , CH 2	1	59.79	28.43	0.00	100.00	18.97	19.02	0.000						
S WOT 0041 000001   , CH 3	1	59.79	28.43	0.00	100.00	18.97	19.02	0.000						
S WOT 0041 000001   , CH 4	1	59.79	27.97	0.00	100.00	18.97	19.02	0.000						
														
														
Date &Time [DD-MM-YYYY HH:MM:SS]	Time stamp code	Barometric pressure [hPa]	S WOT 0041 000001   , CH 1 phase [r.U.]	S WOT 0041 000001   , CH 1 temp [°C]	S WOT 0041 000001   , CH 1 O2 [% air saturation]	S WOT 0041 000001   , CH 2 phase [r.U.]	S WOT 0041 000001   , CH 2 temp [°C]	S WOT 0041 000001   , CH 2 O2 [% air saturation]	S WOT 0041 000001   , CH 3 phase [r.U.]	S WOT 0041 000001   , CH 3 temp [°C]	S WOT 0041 000001   , CH 3 O2 [% air saturation]	S WOT 0041 000001   , CH 4 phase [r.U.]	S WOT 0041 000001   , CH 4 temp [°C]	S WOT 0041 000001   , CH 4 O2 [% air saturation]
16/06/2018 5:27:46 PM	3611978866	1013.00	28.45	19.01	99.8	28.29	19.01	101.3	28.55	19.01	98.9	NaN	19.01	NaN
16/06/2018 5:27:47 PM	3611978867	1013.00	28.41	19.01	100.2	28.32	19.01	101.0	28.56	19.01	98.8	NaN	19.01	NaN
16/06/2018 5:27:48 PM	3611978868	1013.00	28.43	19.01	100.0	28.29	19.01	101.3	28.57	19.01	98.7	NaN	19.01	NaN
16/06/2018 5:27:49 PM	3611978869	1013.00	28.44	19.01	99.9	28.31	19.01	101.1	28.54	19.01	99.0	NaN	19.01	NaN
16/06/2018 5:27:50 PM	3611978870	1013.00	28.44	19.01	99.9	28.29	19.01	101.3	28.54	19.01	99.0	NaN	19.01	NaN
16/06/2018 5:27:51 PM	3611978871	1013.00	28.43	19.02	100.0	28.26	19.02	101.6	28.54	19.02	99.0	NaN	19.02	NaN
16/06/2018 5:27:52 PM	3611978872	1013.00	28.44	19.02	99.9	28.28	19.02	101.4	28.53	19.02	99.1	NaN	19.02	NaN
16/06/2018 5:27:53 PM	3611978873	1013.00	28.45	19.02	99.8	28.31	19.02	101.1	28.56	19.02	98.8	NaN	19.02	NaN
16/06/2018 5:27:54 PM	3611978874	1013.00	28.47	19.02	99.6	28.30	19.02	101.2	28.56	19.02	98.8	NaN	19.02	NaN
16/06/2018 5:27:55 PM	3611978875	1013.00	28.44	19.02	99.9	28.30	19.02	101.2	28.51	19.02	99.3	NaN	19.02	NaN
16/06/2018 5:27:56 PM	3611978876	1013.00	28.45	19.02	99.8	28.29	19.02	101.3	28.52	19.02	99.2	NaN	19.02	NaN
16/06/2018 5:27:57 PM	3611978877	1013.00	28.46	19.01	99.7	28.32	19.01	101.0	28.54	19.01	99.0	NaN	19.01	NaN
16/06/2018 5:27:58 PM	3611978878	1013.00	28.46	19.01	99.7	28.28	19.01	101.4	28.53	19.01	99.1	NaN	19.01	NaN
16/06/2018 5:27:59 PM	3611978879	1013.00	28.44	19.02	99.9	28.28	19.02	101.4	28.53	19.02	99.1	NaN	19.02	NaN
16/06/2018 5:28:00 PM	3611978880	1013.00	28.43	19.01	100.0	28.29	19.01	101.3	28.51	19.01	99.3	NaN	19.01	NaN
16/06/2018 5:28:01 PM	3611978881	1013.00	28.44	19.02	99.9	28.30	19.02	101.2	28.53	19.02	99.1	NaN	19.02	NaN
16/06/2018 5:28:02 PM	3611978882	1013.00	28.45	19.02	99.8	28.30	19.02	101.2	28.54	19.02	99.0	NaN	19.02	NaN
16/06/2018 5:28:03 PM	3611978883	1013.00	28.43	19.02	100.0	28.27	19.02	101.5	28.52	19.02	99.2	NaN	19.02	NaN
16/06/2018 5:28:04 PM	3611978884	1013.00	28.45	19.01	99.8	28.29	19.01	101.3	28.52	19.01	99.2	NaN	19.01	NaN
16/06/2018 5:28:05 PM	3611978885	1013.00	28.44	19.01	99.9	28.31	19.01	101.1	28.54	19.01	99.0	NaN	19.01	NaN
16/06/2018 5:28:06 PM	3611978886	1013.00	28.44	19.01	99.9	28.26	19.01	101.6	28.53	19.01	99.1	NaN	19.01	NaN
16/06/2018 5:28:07 PM	3611978887	1013.00	28.43	19.01	100.0	28.32	19.01	101.0	28.57	19.01	98.7	NaN	19.01	NaN
16/06/2018 5:28:08 PM	3611978888	1013.00	28.45	19.01	99.8	28.31	19.01	101.1	28.54	19.01	99.0	NaN	19.01	NaN
16/06/2018 5:28:09 PM	3611978889	1013.00	28.43	19.01	100.0	28.33	19.01	100.9	28.53	19.01	99.1	NaN	19.01	NaN
16/06/2018 5:28:10 PM	3611978890	1013.00	28.45	19.02	99.8	28.30	19.02	101.2	28.55	19.02	98.9	NaN	19.02	NaN
16/06/2018 5:28:11 PM	3611978891	1013.00	28.43	19.01	100.0	28.33	19.01	100.9	28.53	19.01	99.1	NaN	19.01	NaN
16/06/2018 5:28:12 PM	3611978892	1013.00	28.43	19.02	100.0	28.33	19.02	100.9	28.55	19.02	98.9	NaN	19.02	NaN
16/06/2018 5:28:13 PM	3611978893	1013.00	28.45	19.02	99.8	28.34	19.02	100.8	28.49	19.02	99.4	NaN	19.02	NaN
16/06/2018 5:28:14 PM	3611978894	1013.00	28.44	19.02	99.9	28.29	19.02	101.3	28.55	19.02	98.9	NaN	19.02	NaN
16/06/2018 5:28:15 PM	3611978895	1013.00	28.46	19.02	99.7	28.29	19.02	101.3	28.54	19.02	99.0	NaN	19.02	NaN
16/06/2018 5:28:16 PM	3611978896	1013.00	28.45	19.02	99.8	28.29	19.02	101.3	28.57	19.02	98.7	NaN	19.02	NaN
16/06/2018 5:28:17 PM	3611978897	1013.00	28.46	19.02	99.7	28.28	19.02	101.4	28.55	19.02	98.9	NaN	19.02	NaN
16/06/2018 5:28:18 PM	3611978898	1013.00	28.44	19.02	99.9	28.28	19.02	101.4	28.54	19.02	99.0	NaN	19.02	NaN
16/06/2018 5:28:19 PM	3611978899	1013.00	28.44	19.02	99.9	28.31	19.02	101.1	28.58	19.02	98.6	NaN	19.02	NaN
16/06/2018 5:28:20 PM	3611978900	1013.00	28.44	19.02	99.9	28.31	19.02	101.1	28.53	19.02	99.1	NaN	19.02	NaN
16/06/2018 5:28:21 PM	3611978901	1013.00	28.42	19.02	100.1	28.32	19.02	101.0	28.52	19.02	99.2	NaN	19.02	NaN
16/06/2018 5:28:22 PM	3611978902	1013.00	28.43	19.01	100.0	28.32	19.01	101.0	28.53	19.01	99.1	NaN	19.01	NaN
16/06/2018 5:28:23 PM	3611978903	1013.00	28.44	19.00	99.9	28.27	19.00	101.5	28.53	19.00	99.1	NaN	19.00	NaN
16/06/2018 5:28:24 PM	3611978904	1013.00	28.44	19.00	99.9	28.30	19.00	101.2	28.56	19.00	98.8	NaN	19.00	NaN
16/06/2018 5:28:25 PM	3611978905	1013.00	28.42	19.00	100.1	28.31	19.00	101.1	28.54	19.00	99.0	NaN	19.00	NaN
16/06/2018 5:28:26 PM	3611978906	1013.00	28.42	19.00	100.1	28.31	19.00	101.1	28.56	19.00	98.8	NaN	19.00	NaN
16/06/2018 5:28:27 PM	3611978907	1013.00	28.47	19.00	99.7	28.33	19.00	101.0	28.54	19.00	99.0	NaN	19.00	NaN
16/06/2018 5:28:28 PM	3611978908	1013.00	28.46	19.00	99.8	28.32	19.00	101.1	28.55	19.00	98.9	NaN	19.00	NaN
16/06/2018 5:28:29 PM	3611978909	1013.00	28.43	19.01	100.0	28.35	19.01	100.8	28.55	19.01	98.9	NaN	19.01	NaN
16/06/2018 5:28:30 PM	3611978910	1013.00	28.43	19.00	100.0	28.27	19.00	101.5	28.55	19.00	98.9	NaN	19.00	NaN
16/06/2018 5:28:31 PM	3611978911	1013.00	28.45	19.00	99.9	28.35	19.00	100.8	28.52	19.00	99.2	NaN	19.00	NaN
16/06/2018 5:28:32 PM	3611978912	1013.00	28.44	19.00	99.9	28.31	19.00	101.1	28.55	19.00	98.9	NaN	19.00	NaN
16/06/2018 5:28:33 PM	3611978913	1013.00	28.43	19.00	100.0	28.32	19.00	101.1	28.56	19.00	98.8	NaN	19.00	NaN
16/06/2018 5:28:34 PM	3611978914	1013.00	28.44	19.00	99.9	28.28	19.00	101.4	28.59	19.00	98.6	NaN	19.00	NaN
16/06/2018 5:28:35 PM	3611978915	1013.00	28.43	19.00	100.0	28.29	19.00	101.3	28.57	19.00	98.8	NaN	19.00	NaN
16/06/2018 5:28:36 PM	3611978916	1013.00	28.45	19.01	99.8	28.29	19.01	101.3	28.56	19.01	98.8	NaN	19.01	NaN
16/06/2018 5:28:37 PM	3611978917	1013.00	28.44	19.01	99.9	28.32	19.01	101.0	28.59	19.01	98.6	NaN	19.01	NaN
16/06/2018 5:28:38 PM	3611978918	1013.00	28.46	19.01	99.7	28.28	19.01	101.4	28.56	19.01	98.8	NaN	19.01	NaN
16/06/2018 5:28:39 PM	3611978919	1013.00	28.45	19.01	99.8	28.38	19.01	100.5	28.54	19.01	99.0	NaN	19.01	NaN
16/06/2018 5:28:40 PM	3611978920	1013.00	28.44	19.01	99.9	28.34	19.01	100.9	28.58	19.01	98.6	NaN	19.01	NaN
16/06/2018 5:28:41 PM	3611978921	1013.00	28.44	19.01	99.9	28.34	19.01	100.9	28.58	19.01	98.6	NaN	19.01	NaN
16/06/2018 5:28:42 PM	3611978922	1013.00	28.45	19.00	99.9	28.31	19.00	101.1	28.56	19.00	98.8	NaN	19.00	NaN
16/06/2018 5:28:43 PM	3611978923	1013.00	28.45	19.00	99.9	28.32	19.00	101.1	28.59	19.00	98.6	NaN	19.00	NaN
16/06/2018 5:28:44 PM	3611978924	1013.00	28.44	19.00	99.9	28.31	19.00	101.1	28.61	19.00	98.4	NaN	19.00	NaN
16/06/2018 5:28:45 PM	3611978925	1013.00	28.44	19.00	99.9	28.33	19.00	101.0	28.57	19.00	98.8	NaN	19.00	NaN
16/06/2018 5:28:46 PM	3611978926	1013.00	28.47	19.00	99.7	28.34	19.00	100.9	28.58	19.00	98.7	NaN	19.00	NaN
16/06/2018 5:28:47 PM	3611978927	1013.00	28.44	19.00	99.9	28.35	19.00	100.8	28.60	19.00	98.5	NaN	19.00	NaN
16/06/2018 5:28:48 PM	3611978928	1013.00	28.45	19.01	99.8	28.37	19.01	100.6	28.59	19.01	98.6	NaN	19.01	NaN
16/06/2018 5:28:49 PM	3611978929	1013.00	28.43	19.02	100.0	28.35	19.02	100.7	28.60	19.02	98.4	NaN	19.02	NaN
16/06/2018 5:28:50 PM	3611978930	1013.00	28.45	19.02	99.8	28.36	19.02	100.6	28.56	19.02	98.8	NaN	19.02	NaN
16/06/2018 5:28:51 PM	3611978931	1013.00	28.45	19.02	99.8	28.32	19.02	101.0	28.60	19.02	98.4	NaN	19.02	NaN
16/06/2018 5:28:52 PM	3611978932	1013.00	28.47	19.02	99.6	28.37	19.02	100.6	28.60	19.02	98.4	NaN	19.02	NaN
16/06/2018 5:28:53 PM	3611978933	1013.00	28.46	19.01	99.7	28.39	19.01	100.4	28.62	19.01	98.3	NaN	19.01	NaN
16/06/2018 5:28:54 PM	3611978934	1013.00	28.43	19.01	100.0	28.32	19.01	101.0	28.63	19.01	98.2	NaN	19.01	NaN
16/06/2018 5:28:55 PM	3611978935	1013.00	28.45	19.00	99.9	28.41	19.00	100.2	28.58	19.00	98.7	NaN	19.00	NaN
16/06/2018 5:28:56 PM	3611978936	1013.00	28.45	19.00	99.9	28.36	19.00	100.7	28.62	19.00	98.3	NaN	19.00	NaN
16/06/2018 5:28:57 PM	3611978937	1013.00	28.44	19.01	99.9	28.34	19.01	100.9	28.60	19.01	98.5	NaN	19.01	NaN
16/06/2018 5:28:58 PM	3611978938	1013.00	28.47	19.01	99.7	28.36	19.01	100.7	28.63	19.01	98.2	NaN	19.01	NaN
16/06/2018 5:28:59 PM	3611978939	1013.00	28.45	19.02	99.8	28.37	19.02	100.6	28.61	19.02	98.4	NaN	19.02	NaN
16/06/2018 5:29:00 PM	3611978940	1013.00	28.45	19.01	99.8	28.34	19.01	100.9	28.62	19.01	98.3	NaN	19.01	NaN
16/06/2018 5:29:01 PM	3611978941	1013.00	28.45	19.00	99.9	28.36	19.00	100.7	28.63	19.00	98.2	NaN	19.00	NaN
16/06/2018 5:29:02 PM	3611978942	1013.00	28.43	19.00	100.0	28.38	19.00	100.5	28.62	19.00	98.3	NaN	19.00	NaN
16/06/2018 5:29:03 PM	3611978943	1013.00	28.42	19.00	100.1	28.40	19.00	100.3	28.64	19.00	98.1	NaN	19.00	NaN
16/06/2018 5:29:04 PM	3611978944	1013.00	28.45	19.00	99.9	28.35	19.00	100.8	28.62	19.00	98.3	NaN	19.00	NaN
16/06/2018 5:29:05 PM	3611978945	1013.00	28.45	19.01	99.8	28.40	19.01	100.3	28.62	19.01	98.3	NaN	19.01	NaN
16/06/2018 5:29:06 PM	3611978946	1013.00	28.44	19.01	99.9	28.37	19.01	100.6	28.61	19.01	98.4	NaN	19.01	NaN
16/06/2018 5:29:07 PM	3611978947	1013.00	28.45	19.01	99.8	28.40	19.01	100.3	28.66	19.01	97.9	NaN	19.01	NaN
16/06/2018 5:29:08 PM	3611978948	1013.00	28.46	19.01	99.7	28.37	19.01	100.6	28.65	19.01	98.0	NaN	19.01	NaN
16/06/2018 5:29:09 PM	3611978949	1013.00	28.45	19.00	99.9	28.41	19.00	100.2	28.65	19.00	98.0	NaN	19.00	NaN
16/06/2018 5:29:10 PM	3611978950	1013.00	28.47	19.00	99.7	28.38	19.00	100.5	28.65	19.00	98.0	NaN	19.00	NaN
16/06/2018 5:29:11 PM	3611978951	1013.00	28.42	19.00	100.1	28.41	19.00	100.2	28.65	19.00	98.0	NaN	19.00	NaN
16/06/2018 5:29:12 PM	3611978952	1013.00	28.47	19.00	99.7	28.40	19.00	100.3	28.64	19.00	98.1	NaN	19.00	NaN
16/06/2018 5:29:13 PM	3611978953	1013.00	28.45	19.00	99.9	28.37	19.00	100.6	28.69	19.00	97.7	NaN	19.00	NaN
16/06/2018 5:29:14 PM	3611978954	1013.00	28.44	19.00	99.9	28.42	19.00	100.1	28.66	19.00	97.9	NaN	19.00	NaN
16/06/2018 5:29:15 PM	3611978955	1013.00	28.45	19.00	99.9	28.39	19.00	100.4	28.70	19.00	97.6	NaN	19.00	NaN
16/06/2018 5:29:16 PM	3611978956	1013.00	28.46	19.00	99.8	28.38	19.00	100.5	28.69	19.00	97.7	NaN	19.00	NaN
16/06/2018 5:29:17 PM	3611978957	1013.00	28.46	19.00	99.8	28.46	19.00	99.8	28.66	19.00	97.9	NaN	19.00	NaN
16/06/2018 5:29:18 PM	3611978958	1013.00	28.49	19.00	99.5	28.42	19.00	100.1	28.68	19.00	97.8	NaN	19.00	NaN
16/06/2018 5:29:19 PM	3611978959	1013.00	28.45	19.00	99.9	28.41	19.00	100.2	28.70	19.00	97.6	NaN	19.00	NaN
16/06/2018 5:29:20 PM	3611978960	1013.00	28.46	19.00	99.8	28.41	19.00	100.2	28.72	19.00	97.4	NaN	19.00	NaN
16/06/2018 5:29:21 PM	3611978961	1013.00	28.47	19.01	99.7	28.41	19.01	100.2	28.70	19.01	97.6	NaN	19.01	NaN
16/06/2018 5:29:22 PM	3611978962	1013.00	28.44	19.01	99.9	28.38	19.01	100.5	28.72	19.01	97.4	NaN	19.01	NaN
16/06/2018 5:29:23 PM	3611978963	1013.00	28.46	19.02	99.7	28.44	19.02	99.9	28.71	19.02	97.5	NaN	19.02	NaN
