***** DESCRIPTION ***********;
[enter the description here];

***** INSTRUMENT INFO *******;
IDENTIFICATION;
PHIboard number   : v1215488;
PM number         : 20101830;
Serial number     : FB3-AOT-03-761      ;
MUX channel       : OFF - 00;
;
PARAMETERS;
Signal LED current: 050;
Ref LED current   : 080;
Ref LED amplitude : 67359;
Frequency         : 006;
Sending interval  : 0001;
Averaging         : 2;
Internal temp     : 24.3 C;
;
SYSTEM SETTINGS;
APL function      : ON;
Temp compensation : ON - ch a;
Analog out        : chA t chB t;
RS232 echo        : ON;
Oxygen unit       : %a.s.;
;
CALIBRATION;
Sensor type       : 2;
0%a.s.phase 1     : 59.81 at 027.8°C amp 172200;
100.00%a.s.phase 2: 26.12 at 028.1°C amp 054000;
Date   (ddmmyy)   : 150618;
Pressure (mBar)   : 1018;
;
FIRMWARE;
Code 3.016 (IAP)  : 08/20/04, 09:50:56;
Xilinx built      : 01/05/04 (MM/DD/YY);
Reset condition   : SLEEP;
 ;
 ;
 ;
 ;
 ;
 ;
 ;
 ;

***** SOFTWARE INFO *********;
OxyView - PST3-V6.02 10/2007;
© by PreSens GmbH;
15/06/18;
4:43:25 PM;

******MEASURE MODE SETTINGS**;
Dynamic Averaging;   4;
measure mode;  1 sec ;

start time; 4:43:25 PM; 
date(DD/MM/YY); time/hh:mm:ss; logtime/min; oxygen/umol/L; phase/°; amp; temp/°C; ErrorMessage;
15/06/18;   16:43:25;       0.000; 252.335;   26.09;   38514;   27.30; E0;
15/06/18;   16:43:26;       0.017; 252.152;   26.10;   38507;   27.30; E0;
15/06/18;   16:43:27;       0.034; 251.907;   26.11;   38481;   27.30; E0;
15/06/18;   16:43:28;       0.051; 251.785;   26.11;   38514;   27.30; E0;
15/06/18;   16:43:29;       0.068; 251.419;   26.13;   38474;   27.30; E0;
15/06/18;   16:43:30;       0.085; 251.115;   26.14;   38489;   27.30; E0;
15/06/18;   16:43:31;       0.102; 250.993;   26.14;   38482;   27.30; E0;
15/06/18;   16:43:32;       0.119; 250.811;   26.15;   38508;   27.30; E0;
15/06/18;   16:43:33;       0.135; 250.993;   26.14;   38496;   27.30; E0;
15/06/18;   16:43:34;       0.152; 251.115;   26.14;   38506;   27.30; E0;
15/06/18;   16:43:35;       0.169; 251.237;   26.13;   38531;   27.30; E0;
15/06/18;   16:43:36;       0.186; 251.115;   26.14;   38519;   27.30; E0;
15/06/18;   16:43:38;       0.203; 250.872;   26.15;   38513;   27.30; E0;
15/06/18;   16:43:39;       0.220; 250.750;   26.15;   38493;   27.30; E0;
15/06/18;   16:43:40;       0.237; 250.690;   26.16;   38512;   27.30; E0;
15/06/18;   16:43:41;       0.254; 250.568;   26.16;   38535;   27.30; E0;
15/06/18;   16:43:42;       0.271; 250.447;   26.17;   38524;   27.30; E0;
15/06/18;   16:43:43;       0.288; 250.507;   26.16;   38556;   27.30; E0;
15/06/18;   16:43:44;       0.305; 250.386;   26.17;   38549;   27.30; E0;
15/06/18;   16:43:45;       0.322; 250.447;   26.17;   38549;   27.30; E0;
15/06/18;   16:43:46;       0.339; 250.386;   26.17;   38567;   27.30; E0;
15/06/18;   16:43:47;       0.356; 250.326;   26.17;   38592;   27.30; E0;
15/06/18;   16:43:48;       0.373; 250.083;   26.18;   38585;   27.30; E0;
15/06/18;   16:43:49;       0.390; 249.902;   26.19;   38560;   27.30; E0;
15/06/18;   16:43:50;       0.407; 250.023;   26.19;   38579;   27.30; E0;
15/06/18;   16:43:51;       0.424; 249.841;   26.19;   38628;   27.30; E0;
15/06/18;   16:43:52;       0.441; 249.962;   26.19;   38604;   27.30; E0;
15/06/18;   16:43:53;       0.458; 249.781;   26.20;   38621;   27.30; E0;
15/06/18;   16:43:54;       0.474; 249.539;   26.21;   38635;   27.30; E0;
15/06/18;   16:43:55;       0.491; 249.238;   26.22;   38670;   27.30; E0;
15/06/18;   16:43:56;       0.508; 249.177;   26.22;   38672;   27.30; E0;
15/06/18;   16:43:57;       0.525; 249.358;   26.21;   38692;   27.30; E0;
15/06/18;   16:43:58;       0.542; 249.117;   26.22;   38682;   27.30; E0;
15/06/18;   16:43:59;       0.559; 249.177;   26.22;   38707;   27.30; E0;
15/06/18;   16:44:00;       0.576; 249.117;   26.22;   38721;   27.30; E0;
15/06/18;   16:44:01;       0.593; 248.876;   26.23;   38734;   27.30; E0;
15/06/18;   16:44:02;       0.610; 248.816;   26.23;   38732;   27.30; E0;
15/06/18;   16:44:03;       0.627; 248.516;   26.25;   38736;   27.30; E0;
15/06/18;   16:44:04;       0.644; 248.156;   26.26;   38758;   27.30; E0;
15/06/18;   16:44:05;       0.661; 248.036;   26.27;   38777;   27.30; E0;
15/06/18;   16:44:06;       0.678; 248.096;   26.27;   38783;   27.30; E0;
15/06/18;   16:44:07;       0.695; 247.976;   26.27;   38804;   27.30; E0;
15/06/18;   16:44:08;       0.711; 247.856;   26.28;   38799;   27.30; E0;
15/06/18;   16:44:09;       0.728; 247.737;   26.28;   38825;   27.30; E0;
15/06/18;   16:44:10;       0.745; 247.557;   26.29;   38837;   27.30; E0;
15/06/18;   16:44:11;       0.762; 247.677;   26.28;   38825;   27.30; E0;
15/06/18;   16:44:12;       0.779; 247.259;   26.30;   38859;   27.30; E0;
15/06/18;   16:44:13;       0.796; 247.318;   26.30;   38862;   27.30; E0;
15/06/18;   16:44:14;       0.813; 247.020;   26.31;   38845;   27.30; E0;
15/06/18;   16:44:15;       0.830; 246.841;   26.32;   38867;   27.30; E0;
15/06/18;   16:44:16;       0.847; 247.080;   26.31;   38904;   27.30; E0;
15/06/18;   16:44:17;       0.864; 246.841;   26.32;   38886;   27.30; E0;
15/06/18;   16:44:18;       0.881; 246.722;   26.32;   38865;   27.30; E0;
15/06/18;   16:44:19;       0.898; 246.663;   26.32;   38910;   27.30; E0;
15/06/18;   16:44:20;       0.915; 246.484;   26.33;   38928;   27.30; E0;
15/06/18;   16:44:21;       0.932; 246.425;   26.34;   38902;   27.30; E0;
15/06/18;   16:44:22;       0.948; 246.484;   26.33;   38934;   27.30; E0;
15/06/18;   16:44:23;       0.965; 246.187;   26.34;   38952;   27.30; E0;
15/06/18;   16:44:24;       0.982; 246.069;   26.35;   38940;   27.30; E0;
15/06/18;   16:44:25;       0.999; 245.950;   26.36;   38953;   27.30; E0;
15/06/18;   16:44:26;       1.016; 245.654;   26.37;   38956;   27.30; E0;
15/06/18;   16:44:27;       1.033; 245.595;   26.37;   38963;   27.30; E0;
15/06/18;   16:44:28;       1.050; 245.476;   26.38;   38977;   27.30; E0;
15/06/18;   16:44:29;       1.067; 245.299;   26.38;   38988;   27.30; E0;
15/06/18;   16:44:30;       1.084; 245.240;   26.39;   38987;   27.30; E0;
15/06/18;   16:44:31;       1.101; 245.240;   26.39;   39000;   27.30; E0;
15/06/18;   16:44:32;       1.118; 245.417;   26.38;   38996;   27.30; E0;
15/06/18;   16:44:33;       1.135; 245.417;   26.38;   39002;   27.30; E0;
15/06/18;   16:44:34;       1.152; 245.476;   26.38;   39007;   27.30; E0;
15/06/18;   16:44:35;       1.169; 245.595;   26.37;   39039;   27.30; E0;
15/06/18;   16:44:36;       1.185; 245.299;   26.38;   39017;   27.30; E0;
15/06/18;   16:44:37;       1.202; 245.063;   26.39;   39031;   27.30; E0;
15/06/18;   16:44:38;       1.219; 244.827;   26.40;   39055;   27.30; E0;
15/06/18;   16:44:39;       1.236; 244.886;   26.40;   39050;   27.30; E0;
15/06/18;   16:44:41;       1.253; 244.650;   26.41;   39053;   27.30; E0;
15/06/18;   16:44:42;       1.270; 244.532;   26.41;   39069;   27.30; E0;
15/06/18;   16:44:43;       1.287; 244.650;   26.41;   39068;   27.30; E0;
15/06/18;   16:44:44;       1.304; 244.474;   26.42;   39081;   27.30; E0;
15/06/18;   16:44:45;       1.321; 244.415;   26.42;   39083;   27.30; E0;
15/06/18;   16:44:46;       1.338; 244.591;   26.41;   39106;   27.30; E0;
15/06/18;   16:44:47;       1.355; 244.591;   26.41;   39112;   27.30; E0;
15/06/18;   16:44:48;       1.372; 244.297;   26.42;   39109;   27.30; E0;
15/06/18;   16:44:49;       1.389; 244.297;   26.42;   39122;   27.30; E0;
15/06/18;   16:44:50;       1.405; 244.121;   26.43;   39117;   27.30; E0;
15/06/18;   16:44:51;       1.422; 244.003;   26.44;   39111;   27.30; E0;
15/06/18;   16:44:52;       1.439; 243.886;   26.44;   39134;   27.30; E0;
15/06/18;   16:44:53;       1.456; 244.003;   26.44;   39123;   27.30; E0;
15/06/18;   16:44:54;       1.473; 244.003;   26.44;   39160;   27.30; E0;
15/06/18;   16:44:55;       1.490; 243.593;   26.45;   39159;   27.30; E0;
15/06/18;   16:44:56;       1.507; 243.593;   26.45;   39159;   27.30; E0;
15/06/18;   16:44:57;       1.524; 243.008;   26.48;   39169;   27.30; E0;
15/06/18;   16:44:58;       1.541; 242.600;   26.50;   39188;   27.30; E0;
15/06/18;   16:44:59;       1.558; 242.891;   26.48;   39184;   27.30; E0;
15/06/18;   16:45:00;       1.575; 242.833;   26.49;   39191;   27.30; E0;
15/06/18;   16:45:01;       1.592; 242.950;   26.48;   39181;   27.30; E0;
